mention_id,year,person_id,person_label,person_printed,rank,honorific,company_id,company_label,company_printed,role,order,city,capital_currency,capital_amount,source_edition,source_page
6371,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00150,Société Cotonnière Maarad,Société Cotonnière Maarad,president,0,,,,21,901
6372,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00026,Banque Belge et Internationale en Egypte,Banque Belge et Internationale en Egypte,director,0,,,,21,901
6373,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00103,New Egyptian Co,New Egyptian Co,director,0,,,,21,901
6374,1950,P00129,Rolo Robert J,Rolo Robert J,,,C01980,Orient Linen Industry,Orient Line n Industry,director,0,,,,21,901
6375,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00149,Société Belgo-Egyptienne de l'Ezbékieh,Société Belgo-Egyptienne de l'Ezbékieh,director,0,,,,21,901
6376,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00447,"S.A. des Fibres Textiles, S.A.E","S.A. des Fibres Textiles, S.A.E",director,0,,,,21,901
6377,1950,P00129,Rolo Robert J,Rolo Robert J,,,C00416,National Contracting Co. of Egypt,National Contracting Co. of Egypt,director,0,,,,21,901
6378,1950,P01004,Rolo Simon E,Rolo Simon E,,,C01846,Egyptian Mining & Prospecting Co .. S.A.E,Egyptian Mining & Prospecting Cy,director,0,,,,21,901
6379,1950,P02133,Rom Fran~ois,Rom Fran~ois,,,C00037,The Cairo Suburban Building Land Co,Cairo Suburban Building Land Co,president,0,,,,21,901
6380,1950,P02133,Rom Fran~ois,Rom Fran~ois,,,C02388,-Dél. de la Société Anonyme Belgo-Egyptienne,-Dél. de la Société Anonyme Belgo-Egyptienne,vice_president,0,,,,21,901
6381,1950,P02133,Rom Fran~ois,Rom Fran~ois,,,C02388,-Dél. de la Société Anonyme Belgo-Egyptienne,-Dél. de la Société Anonyme Belgo-Egyptienne,president,0,,,,21,901
6382,1950,P02133,Rom Fran~ois,Rom Fran~ois,,,C02388,-Dél. de la Société Anonyme Belgo-Egyptienne,-Dél. de la Société Anonyme Belgo-Egyptienne,director,0,,,,21,901
6383,1950,P02134,Romano Albert M,Romano Albert M,,,C02465,Carver Cotton Co,Carver Cotton Co,director,0,,,,21,901
6384,1950,P01450,Rosenberg M. M,Rosenberg M. M,,,C01741,"Associated Industries, S.A.E","Associated Industries, S.A.E",managing_director,0,,,,21,901
6385,1950,P01451,Rossano Charles,Rossano Charles,,,C00126,"S.A. de Nettoyage et Pressage de Coton, S.A.E","S.A. de Nettoyage et Pressage de Coton, S.A.E",director,0,,,,21,901
6386,1950,P01451,Rossano Charles,Rossano Charles,,,C02644,Import & Export,Import & Export,director,0,,,,21,901
6387,1950,P01452,Rossano Fernand,Rossano Fernand,,,C01835,Egyptian Cotton & Trading Co,Egyptian Cotton & Trading Co,director,0,,,,21,902
6388,1950,P01453,Rossetto Victor,Rossetto Victor,,,C02121,Sociétés,Sociétés,director,0,,,,21,902
6389,1950,P01007,Rouchdy Ahmed,Rouchdy Ahmed Bey,bey,,C00344,The Egyptian General Omnibus Co,Egyptian General Omnibus Co,director,0,,,,21,902
6390,1950,P01007,Rouchdy Ahmed,Rouchdy Ahmed Bey,bey,,C03019,dans la Sté. d'Entreprises Ahmed Abboud & Co,dans la Sté. d'Entreprises Ahmed Abboud & Co,member,0,,,,21,902
6391,1950,P01007,Rouchdy Ahmed,Rouchdy Ahmed Bey,bey,,C03019,dans la Sté. d'Entreprises Ahmed Abboud & Co,dans la Sté. d'Entreprises Ahmed Abboud & Co,partner,0,,,,21,902
6392,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C00028,Banque Misr,Banque Misr,managing_director,0,,,,21,902
6393,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C02383,-Dél. Sté. Misr Théâtre et Cinéma,-Dél. Sté. Misr Théâtre et Cinéma,president,0,,,,21,902
6394,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C02383,-Dél. Sté. Misr Théâtre et Cinéma,-Dél. Sté. Misr Théâtre et Cinéma,director,0,,,,21,902
6395,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C02982,The Misr Concrete Development Co. et Sté. Misr Produits Pharmaceutiques S.A.E,The Misr Concrete Development Co. et Sté. Misr Produits Pharmaceutiques S.A.E,president,0,,,,21,902
6396,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C02662,MISRAIR,MISRAIR,managing_director,0,,,,21,902
6397,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C02662,MISRAIR,MISRAIR,general_manager,0,,,,21,902
6398,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C01371,Société Egyptienne pour le Tannage,Société Egyptienne pour le Tannage,director,0,,,,21,902
6399,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C01103,"Industrie du Cuir, S.A.E",Industrie du Cuir S.A.E,director,0,,,,21,902
6400,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C01314,Société Coopérative Commerciale de Crédit,Coopérative Commerciale de Crédit,director,0,,,,21,902
6401,1950,P01454,Rouchdy Mohamed,Rouchdy Mohamed Bey,bey,,C00059,Crédit Agricole d'Egypte,Crédit Agricole d'Egypte,director,0,,,,21,902
6402,1950,P02135,Russi W. F,Russi W. F,,,C01793,Commercial & Agency Cy. of Egypt Ltd,Commercial & Agency Cy. of Egypt,director,0,,,,21,902
6403,1950,P00130,Rom François,Rustom François P,,,C00532,Société Egyptienne de Placements,Société Egyptienne de Placements,president,0,,,,21,902
6404,1950,P00130,Rom François,Rustom François P,,,C00322,Crédit,Crédit,president,0,,,,21,902
6405,1950,P00130,Rom François,Rustom François P,,,C02917,Sté. Générale Immobilière,Sté. Générale Immobilière,president,0,,,,21,902
6406,1950,P02136,Rustom Paul,Rustom Paul,,,C02917,Sté. Générale Immobilière,Sté. Générale Immobilière,director,0,,,,21,902
6407,1950,P02137,Rutim~yer R. L,Rutim~yer R. L,,,C00692,Nile Ginning Co. S.A.E. (Minia),Nile Ginning Co. S.A.E. (Minia),managing_director,0,,,,21,902
6408,1950,P01456,Rye Edward,Rye Edward,,,C01980,Orient Linen Industry,Orient Linen Industry. s,director,0,,,,21,902
6409,1950,P00520,Saab Comte Aziz de,Saab Comte Aziz de,,,C00081,The Gharbieh Land Co,The Gharbieh Land Co,director,0,,,,21,902
6410,1950,P00520,Saab Comte Aziz de,Saab Comte Aziz de,,,C00023,"The Associated Cotton Gin· ners of Egypt, Ltd",The Associated Cotton Ginners of Egypt Ltd,director,0,,,,21,902
6411,1950,P00521,Saab Comte Sélim de,Saab Comte Sélim de,,,C00230,Union Foncière d'Egypte,Union foncière d'Egypte,director,0,,,,21,902
6412,1950,P02138,Saad Alexandre C,Saad Alexandre C,,,C02282,Transport & Engineering Cy,Transport & Engineering Cy,director,0,,,,21,902
6413,1950,P02138,Saad Alexandre C,Saad Alexandre C,,,C02256,The New National Trading,The New National Trading,director,0,,,,21,902
6414,1950,P02139,Saad Antoun,Saad Antoun,,,C02936,"Sté. des Engrais Organiques, S.A.E","Sté. des Engrais Organiques, S.A.E",director,0,,,,21,902
6415,1950,P02140,Saad el Labbane Bey Député,Saad el Labbane Bey Député,,,C01777,"Chemical, Industrial & Trading Gy","Chemical, Industrial & Trading Cy",director,0,,,,21,903
6416,1950,P02141,Saad Wadie,Saad Wadie,,,C02282,Transport & Engineering Cy,Transport & Engineering Cy,managing_director,0,,,,21,903
6417,1950,P00522,Sabri Yacoub,Sabri Yacoub Bey,bey,,C00081,The Gharbieh Land Co,Gharbieh Land Co,director,0,,,,21,903
6418,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C02905,Sté. Eg. d'Engrais,Sté. Eg. d'Engrais,president,0,,,,21,903
6419,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C02651,Industries Chimiques,Industries Chimiques,president,0,,,,21,903
6420,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C02720,Nile Insurance Co,Nile Insurance Co,president,0,,,,21,903
6421,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C01871,Farghaly Cotton & Investment Cy,Farghaly Cotton & Investment Cy,vice_president,0,,,,21,903
6422,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C00097,National Bank of Egypt,National Bank of Egypt,director,0,,,,21,903
6423,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C00977,Cie. Universelle du Canal Maritime de Suez,Cie. Universelle du Canal Maritime de Suez,director,0,,,,21,903
6424,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C00052,Société Anonyme des Eaux du Caire,Société Anonyme des Eaux du Caire,director,0,,,,21,903
6425,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C00050,Compagnie Frigorifique d'Egypte,Compagnie Frigorifique d'Egypte,director,0,,,,21,903
6426,1950,P00523,Sabry Chérif,S.E. Sabry Chérif Pacha,pasha,s.e.,C02058,Société Egyptienne de Ciment Portland Tourah,Société de Ciment Portland Tourah,director,0,,,,21,903
6427,1950,P02142,Sabry Fathi,Sabry Fathi Bey,bey,,C01850,Egyptian Rubber & Shoes Industry,Egyptian Rubber & Shoes Industries,managing_director,0,,,,21,903
6428,1950,P00524,Sabry Hussein,S.E. Sabry Hussein Pacha,pasha,s.e.,C02061,"Société Egyptienne de Constructions, S.A.E. (Egyco)","Société Egyptienne de Constructions, S.A.E. (Egyco)",president,0,,,,21,903
6429,1950,P00524,Sabry Hussein,S.E. Sabry Hussein Pacha,pasha,s.e.,C01123,The Kafr El Zayat Cotton Co,The Kafr El Zayat Cotton Co,president,0,,,,21,903
6430,1950,P00524,Sabry Hussein,S.E. Sabry Hussein Pacha,pasha,s.e.,C01976,The North East Africa Trading Cy,The North East Africa Trading Cy. S.A.E,president,0,,,,21,903
6431,1950,P02143,Vice-Président de The Khedivial Mail Line,Vice-Président de The Khedivial Mail Line,,,C01939,Marsa Matrouh Salt & Potash Cy,Marsa Matrouh Salt & Potash Cy,president,0,,,,21,903
6432,1950,P02143,Vice-Président de The Khedivial Mail Line,Vice-Président de The Khedivial Mail Line,,,C02656,Josy Filin,Josy Filin,director,0,,,,21,903
6433,1950,P01012,Sachs Freddy,Sachs Freddy,,,C02934,Sté. de Crédit,Sté. de Crédit,vice_president,0,,,,21,903
6434,1950,P01012,Sachs Freddy,Sachs Freddy,,,C02487,Commerce et Moulins Al Mahmoudieh,Commerce et Moulins Al Mahmoudieh,vice_president,0,,,,21,903
6435,1950,P01012,Sachs Freddy,Sachs Freddy,,,C00696,"The Sheffield Smelting Co. (Egypt), S.A","The Sheffield Smelting Co. (Egypt), S.A",director,0,,,,21,903
6436,1950,P01012,Sachs Freddy,Sachs Freddy,,,C02075,Société Franco-Egyptienne de Crédit,Société Franco-Egyptienne du Crédit S.A.E,director,0,,,,21,903
6437,1950,P02144,Saddik Aida,Saddik Aida,,,C02887,"Sté, «SOTRAC»","Sté, «SOTRAC»",director,0,,,,21,903
6438,1950,P01459,Saddik Hassan,Saddik Hassan,,,C02899,Sté. Commerciale et Financière «Al Masria)),Sté. Commerciale et Financière «Al Masria»,director,0,,,,21,903
6439,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C01916,Import & Export Bank of Egypt,Import & Export Bank of Egypt S.A.E,president,0,,,,21,903
6440,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C01916,Import & Export Bank of Egypt,Import & Export Bank of Egypt S.A.E,managing_director,0,,,,21,903
6441,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C02483,Clo.thing & Equipment Co,Clo.thing & Equipment Co,president,0,,,,21,903
6442,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C01836,Egyptian Cotton & Trading Cy,Egyptian Cotton & Trading Cy,vice_president,0,,,,21,903
6443,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C01957,National Metal Industries,National Metal Industries,director,0,,,,21,903
6444,1950,P02145,Officier Couronne Belge,Officier Couronne Belge,,,C01942,Misr Car and Engineering Co,Misr Car and Engineering Co,director,0,,,,21,903
6445,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C00961,"Beida Dyers, S.A.E","Beida Dyers, S.A",vice_president,0,,,,21,903
6446,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C00659,"The Egyptian Copper Works, S.A.E",The Egyptian Copper Works S.A.E,president,0,,,,21,903
6447,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C02591,Egyptian Shipping Co,Egyptian Shipping Cy,director,0,,,,21,903
6448,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C00267,Alexandria Transport Co,Alexandria Transport Co,director,0,,,,21,903
6449,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C01409,Société Misr de Filature,Société Misr de Filature,director,0,,,,21,903
6450,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C01608,Tissage Fin en Coton Egyptien (Usines Kafr El Dawar),Tissage Fin en Coton Egyptien (Usines Kafr El Dawar),director,0,,,,21,903
6451,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C00097,National Bank of Egypt,National Bank of Egypt,director,0,,,,21,903
6452,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C01422,Société Misr pour le Théâtre et le Cinéma,Société Misr pour le Théâtre et le Cinéma,director,0,,,,21,903
6453,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C01409,Société Misr de Filature,Société Misr de Filature,director,0,,,,21,903
6454,1950,P01051,Sadek Wahba Pacha Sénateur,S.E. Sadek Wahba Pacha Sénateur,,s.e.,C01609,"Tissage, S.A.E",Tissage S.A.E,director,0,,,,21,903
6455,1950,P02146,Sadek Mahmoud Younes,S.E. Sadek Mahmoud Younes Pacha,pasha,s.e.,C02734,Provident Ass. of Egypt,Provident Ass. of Egypt,president,0,,,,21,904
6456,1950,P00526,Sadik Henein,S.E. Saddik Henein Pacha,pasha,s.e.,C00457,S.A. des Eaux du Caire,S.A. des Eaux du Caire,managing_director,0,,,,21,904
6457,1950,P00526,Sadik Henein,S.E. Saddik Henein Pacha,pasha,s.e.,C00050,Compagnie Frigorifique d'Egypte,Compagnie Frigorifique d'Egypte,managing_director,0,,,,21,904
6458,1950,P00526,Sadik Henein,S.E. Saddik Henein Pacha,pasha,s.e.,C00097,National Bank of Egypt,National Bank of Egypt,director,0,,,,21,904
6459,1950,P00526,Sadik Henein,S.E. Saddik Henein Pacha,pasha,s.e.,C01459,Société de Cigarettes Nestor Gianaclis,Société de Cigarettes Nestor Gianaclis,president,0,,,,21,904
6460,1950,P02147,Said Mahmoud,S.E. Said Mahmoud Bey,bey,s.e.,C02444,Banque Belge et Egyptian Engineering Stores,Banque Belge et Egyptian Engineering Stores,director,0,,,,21,904
6461,1950,P02148,Saikali Fouad,Saikali Fouad,,,C02722,Nile Works Co,Nile Works Co,president,0,,,,21,904
6462,1950,P01461,Sakellarios Nicolas,Sakellarios Nicolas,,,C01923,Jardins et Vignobles d'Egypte,Jardins et Vignobles d'Egypte,director,0,,,,21,904
6463,1950,P01462,Salah el Dîne El Chourbagui·,Salah el Dine El Chourbagui,,,C02140,Sté. Al Chark pour la Filature et le Tissage,Sté. Al Chark pour la Filature et le Tissage,director,0,,,,21,904
6464,1950,P02149,Salama Marcel,Salama Marcel,,,C00417,"The National Ginning Co. of Egypt, S.A.E",National Ginning Co. of Egypt,director,0,,,,21,904
6465,1950,P01015,Salama Marco,Salama Marco,,,C00405,"Maison « Les Fils de Zaketto Salama& Co. """,Maison «Les Fils de Zaketto Salama & Co.»,manager,0,,,,21,904
6466,1950,P01015,Salama Marco,Salama Marco,,,C00360,"General Society for Banking, Trading & Land Enterprises, S.A.E","General Society for Banking, Trading and Land Enterprises. SAE",director,0,,,,21,904
6467,1950,P01463,Salama Max J,Salama Max J,,,C01759,Behrend Commercial Cy,Behrend Commercial Cy,managing_director,0,,,,21,904
6468,1950,P01463,Salama Max J,Salama Max J,,,C00381,"Industrie Meunière d'Alexandrie, S.A.E",Industrie Meunière d'Alexandrie,director,0,,,,21,904
6469,1950,P00531,Salama Salvatore,Salama Salvatore,,,C00435,Rosetta & Alexandria Rice Mills,Rosetta & Alexandria Rice Mills,president,0,,,,21,904
6470,1950,P00531,Salama Salvatore,Salama Salvatore,,,C00435,Rosetta & Alexandria Rice Mills,Rosetta & Alexandria Rice Mills,managing_director,0,,,,21,904
6471,1950,P00531,Salama Salvatore,Salama Salvatore,,,C01759,Behrend Commercial Cy,Behrend Commercial Cy,president,0,,,,21,904
6472,1950,P00531,Salama Salvatore,Salama Salvatore,,,C01623,Usines Réunies d'Egrenage,Usines Réunies d'Egrenage,president,0,,,,21,904
6473,1950,P00531,Salama Salvatore,Salama Salvatore,,,C00379,Huileries,Huileries,president,0,,,,21,904
6474,1950,P00531,Salama Salvatore,Salama Salvatore,,,C01916,Import & Export Bank of Egypt,Import & Export Bank of Egypt,vice_president,0,,,,21,904
6475,1950,P00531,Salama Salvatore,Salama Salvatore,,,C00159,Société Egyptienne de la Bourse Commerciale de Minet El Bassal,Société Egyptienne de la Bourse Commerciale de Minet El Bassal,director,0,,,,21,904
6476,1950,P00531,Salama Salvatore,Salama Salvatore,,,C02060,Société Egyptienne de Conserves alimentaires,Société Egyptienne de Conserves alimentaires,president,0,,,,21,904
6477,1950,P00531,Salama Salvatore,Salama Salvatore,,,C01737,Anglo-Egyptian Soap .& Edible Products,Anglo-Egyptian Soap & Edible Products,director,0,,,,21,904
6478,1950,P02150,Salem Albert,Salem Albert,,,C00456,S.A. des Drogueries d'Egypte,S.A. des Drogueries d'Egypte,managing_director,0,,,,21,904
6479,1950,P01464,Salem Maurice O,Salem Maurice O,,,C02031,Soc. d'Avances Commerciales,Soc. d'Avances Commerciales,director,0,,,,21,904
6480,1950,P01464,Salem Maurice O,Salem Maurice O,,,C01902,Grands Magasins Chemla,Grands Magasins Chemla,director,0,,,,21,904
6481,1950,P00533,Salem Ovadia,Salem Ovadia,,,C01900,Gr. Mag·. Chemla,Gr. Mag. Chemla,vice_president,0,,,,21,904
6482,1950,P00533,Salem Ovadia,Salem Ovadia,,,C00179,Société d'Avances Commerciales,Société d'Avances Commerciales,managing_director,0,,,,21,904
6483,1950,P00533,Salem Ovadia,Salem Ovadia,,,C00456,S.A. des Drogueries d'Egypte,S.A. des Drogueries d'Egypte,director,0,,,,21,904
6484,1950,P00533,Salem Ovadia,Salem Ovadia,,,C01420,Société Misr pour le Lin,·Société Misr pour le Lin,director,0,,,,21,904
6485,1950,P00533,Salem Ovadia,Salem Ovadia,,,C02097,Société Misr pour les Huiles,Société Misr pour les Huiles,director,0,,,,21,904
6486,1950,P00533,Salem Ovadia,Salem Ovadia,,,C02778,Sid i Salem,Sid i Salem,director,0,,,,21,904
6487,1950,P00533,Salem Ovadia,Salem Ovadia,,,C02165,Sté. Industrielle du Moyen Orient,Sté. Industrielle du Moyen-Orient,director,0,,,,21,904
6488,1950,P02151,Salfati Cesare,Salfati Cesare,,,C02376,-Dél. Egyptian Flax & Textile Cy,-Dél. Egyptian Flax & Textile Cy,director,0,,,,21,904
6489,1950,P02151,Salfati Cesare,Salfati Cesare,,,C00123,S. A. des Immeubles de l'Est,S.A. Immeubles de l'Est,director,0,,,,21,904
6490,1950,P02152,Salib Hanna El Agami,Salib Hanna El Agami,,,C02451,Banque Suarès,Banque Suarès,director,0,,,,21,904
6491,1950,P02153,Salloum Armando,Salloum Armando,,,C02538,Dél. Manufacture des Textiles Egyptiens «Matexa»,Dél. Manufacture des Textiles Egyptiens «Matexa»,director,0,,,,21,905
6492,1950,P02154,Salloum Orlando,Salloum Orlando,,,C02538,Dél. Manufacture des Textiles Egyptiens «Matexa»,Dél. Manufacture des Textiles Egyptiens «Matexa»,director,0,,,,21,905
6493,1950,P02155,Salmona Mayer,Salmona Mayer,,,C02435,Anglo Continental Cotton Co,Anglo Continental Cotton Co,director,0,,,,21,905
6494,1950,P00134,Salvago Constantin M,Salvago Constantin M,,,C00048,Communauté Hellénique d'Alexandrie,Communauté Hellénique d'Alexandrie,vice_president,0,,,,21,905
6495,1950,P00134,Salvago Constantin M,Salvago Constantin M,,,C00136,Société Anonyme de Nettoyage et Pressage du Coton,Société Anonyme de Nettoyage et Pressage de Coton,vice_president,0,,,,21,905
6496,1950,P02156,Samaan EJnile Michel,Samaan EJnile Michel,,,C02516,Dar el Hilal,Dar el Hilal,director,0,,,,21,905
6497,1950,P02157,Samakiah Mohamed Kamel,Samakiah Mohamed Kamel,,,C02830,Sté. Arabe Filature et Tissage,Sté Arabe Filature et Tissage,director,0,,,,21,905
6498,1950,P02158,Samakiah Mohamed Khairy,Samakiah Mohamed Khairy,,,C02830,Sté. Arabe Filature et Tissage,Sté. Arabe Filature et Tissage,director,0,,,,21,905
6499,1950,P02159,Samakiah,Samakiah,,,C02789,Société Arabe de Filature,Société Arabe de Filature,president,0,,,,21,905
6500,1950,P02159,Samakiah,Samakiah,,,C02995,Tissage,Tissage,president,0,,,,21,905
6501,1950,P01119,Abdel Latif Moussa,Sameh Moussa,,,C01840,Egyptian Engineering & Marine Cy,Egyptian Engineering and Marine Co,director,0,,,,21,905
6502,1950,P02160,Sami Fanons,Sami Fanons Bey,bey,,C02169,Sté. Misr pour les Fourrages,Sté. Misr pour les Fourrages,director,0,,,,21,905
6503,1950,P01465,Sami Off,Sami Off,,,C02889,Sté. Al Chark Filature,Sté. Al Chark Filature,director,0,,,,21,905
6504,1950,P01465,Sami Off,Sami Off,,,C02995,Tissage,Tissage,director,0,,,,21,905
6505,1950,P00435,Peel Col. E.T,Samson Col. A.O,,,C00126,"S.A. de Nettoyage et Pressage de Coton, S.A.E",S.A. Nettoyage et Pressage Coton,managing_director,0,,,,21,905
6506,1950,P02161,Sandalian Stepan Aram,Sandalian Stepan Aram,,,C02937,"Sté. des Industries du Bâtiment, S.A.E","Sté. des Industries du Bâtiment, S.A.E",director,0,,,,21,905
6507,1950,P02162,Sarantides Alex. A,Sarantides Alex. A,,,C00124,S.A. des Presses Libres Egyptiennes,S.A. Presses Libres Egyptiennes,director,0,,,,21,905
6508,1950,P01468,Sariyanni Demosthène A,Sariyanni Demosthène A,,,C01779,Choremi Benachi Cotton Gy,Choremi Benachi Cotton Cy,director,0,,,,21,905
6509,1950,P01469,Sarofim Shalaby,Sarofim Shalaby Bey,bey,,C01916,Import & Export Bank of Egypt,Import and Export Bank of Egypt,director,0,,,,21,905
6510,1950,P01469,Sarofim Shalaby,Sarofim Shalaby Bey,bey,,C03035,solidairement responsable de la <<Société Générale Egyptienne pour le Commerce,solidairement responsable de la <<Société Générale Egyptienne pour le Commerce,partner,0,,,,21,905
6511,1950,P01469,Sarofim Shalaby,Sarofim Shalaby Bey,bey,,C02652,Industrie» (Shalaby Saro- fim & Co.). ',Industrie» (Shalaby Saro- fim & Co.). ',partner,0,,,,21,905
6512,1950,P01791,Sarofim Farès,Sarofim Farès Bey,bey,,C02997,Trading Corp. of Egypt,Trading Corp. of Egypt,director,0,,,,21,905
6513,1950,P02163,Sarris G. G,Sarris G. G,,,C02837,Sté. Cotonnière d'Egypte,Sté. Cotonnière d'Egypte,director,0,,,,21,905
6514,1950,P02163,Sarris G. G,Sarris G. G,,,C02837,Sté. Cotonnière d'Egypte,Sté. Cotonnière d'Egypte,manager,0,,,,21,905
6515,1950,P02164,Sarruf Néguib,Sarruf Néguib Bey,bey,,C02774,Salvage and Marine Cy. of,Salvage and Marine Cy. of,director,0,,,,21,905
6516,1950,P02165,Sassoli,Sassoli,,,C02770,SAIDE,SAIDE,director,0,,,,21,905
6517,1950,P02166,Sasson Maurice,Sasson Maurice,,,C02436,Anglo Continental Cotton Cy,Anglo Continental Cotton Cy,managing_director,0,,,,21,905
6518,1950,P01018,Savon G. L,Savon G. L,,,C00232,United Egyptian Salt,United Egyptian Salt Ltd,managing_director,0,,,,21,905
6519,1950,P01018,Savon G. L,Savon G. L,,,C00232,United Egyptian Salt,United Egyptian Salt Ltd,director,0,,,,21,905
6520,1950,P01018,Savon G. L,Savon G. L,,,C02324,"la«Almina>>,S.A.E","«Almina», S.A.E.»",director,0,,,,21,905
6521,1950,P00536,Saxby Ch. W,Saxby Ch. H,,,C02818,"Société des Autobus du Nord, S.A.E. de la Société des Omnibus de Fayoum","Société des Autobus du Nord, S.A.E. de la Société des Omnibus de Fayoum",director,0,,,,21,906
6522,1950,P00536,Saxby Ch. W,Saxby Ch. H,,,C00592,Société des Autobus du Caire,Société des Autobus du Caire,director,0,,,,21,906
6523,1950,P02167,Sayed El Lozy,Sayed El Lozy Bey,bey,,C01828,The Eastern Electric Cy,Eastern Electric Co,president,0,,,,21,906
6524,1950,P02167,Sayed El Lozy,Sayed El Lozy Bey,bey,,C01828,The Eastern Electric Cy,Eastern Electric Co,managing_director,0,,,,21,906
6525,1950,P02167,Sayed El Lozy,Sayed El Lozy Bey,bey,,C02926,Sté. Misr pour )e Tissage de la Soie,Sté. Misr pour )e Tissage de la Soie,managing_director,0,,,,21,906
6526,1950,P02167,Sayed El Lozy,Sayed El Lozy Bey,bey,,C02086,Société Misr Rayonne,Société Misr pour la Rayonne,director,0,,,,21,906
6527,1950,P02168,El Sayed Mohamed Badraoui Pacha Député,S.E. El Sayed Mohamed Badraoui Pacha Député,,s.e.,C01428,"Société Nationale du Papier, S.A.E","Société Nationale du Papier, S.A.E",director,0,,,,21,906
6528,1950,P02168,El Sayed Mohamed Badraoui Pacha Député,S.E. El Sayed Mohamed Badraoui Pacha Député,,s.e.,C02171,Sté. Nationale des Matières Plastiques,Sté. Nationale d~s Matières Plastiques,director,0,,,,21,906
6529,1950,P01472,Scamvouyeras Panayotti,Scamvouyeras Panayotti,,,C01923,Jardins et Vignobles d'Egypte,Jardins et Vignobles d'Egypte,director,0,,,,21,906
6530,1950,P01473,Schaechter H,Schaechter H,,,C02475,Chemical Industries Develop- ment,Chemical Industries Develop- ment,director,0,,,,21,906
6531,1950,P01473,Schaechter H,Schaechter H,,,C02475,Chemical Industries Develop- ment,Chemical Industries Develop- ment,general_manager,0,,,,21,906
6532,1950,P02169,Schaller Roger,Schaller Roger,,,C02409,"Adjoint «La Nationale» Crédit et Réassurances, Paris","Adjoint «La Nationale» Crédit et Réassurances, Paris",manager,0,,,,21,906
6533,1950,P02170,Scharff Walter,Scharff Walter,,,C02689,«Moharrem Press»,«Moharrem Press»,president,0,,,,21,906
6534,1950,P02170,Scharff Walter,Scharff Walter,,,C02689,«Moharrem Press»,«Moharrem Press»,managing_director,0,,,,21,906
6535,1950,P02170,Scharff Walter,Scharff Walter,,,C02689,«Moharrem Press»,«Moharrem Press»,manager,0,,,,21,906
6536,1950,P02170,Scharff Walter,Scharff Walter,,,C01427,Société Nationale du Papier,Société Nationale du Papier,director,0,,,,21,906
6537,1950,P01021,Schasca O,Schasca O,,,C00286,Banque de Commerce N. Tepeghiosi & Co,Banque de Commerce N. Tepeghiosi & Co,manager,0,,,,21,906
