mention_id,year,person_id,person_label,person_printed,rank,honorific,company_id,company_label,company_printed,role,order,city,capital_currency,capital_amount,source_edition,source_page
561,1938,P00037,Cattaui Aslan,Cattaui Aslan Bey,bey,,C00343,Egyptian Finance Co,The Egyptian Finance Co,delegate,0,,,,9,258
562,1938,P00037,Cattaui Aslan,Cattaui Aslan Bey,bey,,C00099,National Insurance Co. of Egypt,The National Insurance Co. of Egypt,delegate,0,,,,9,258
563,1938,P00037,Cattaui Aslan,Cattaui Aslan Bey,bey,,C00586,Société de Tissage et T1·icotage. S.A.E,Société de Tissage et T1·icotage. S.A.E,delegate,0,,,,9,258
564,1938,P00037,Cattaui Aslan,Cattaui Aslan Bey,bey,,C00694,"The Pharaonic Mail Lino, S.A.E","The Pharaonic Mail Lino, S.A.E",delegate,0,,,,9,258
565,1938,P00037,Cattaui Aslan,Cattaui Aslan Bey,bey,,C00723,"Tlle Imperial Chemical Industries (Egypt), S.A","Tlle Imperial Chemical Industries (Egypt), S.A",delegate,0,,,,9,258
566,1938,P00040,Cattaui Emile,Catlaui Emile,,,C00393,Kafr el Zayat Collan Co,Kafr el Zayat Collan Co,director,0,,,,9,258
567,1938,P00246,Cattaui Hector de,Cattaui Hector de,,,C00597,Société des Chemins du Fer Ecneh-Assouan,Société des Chemins du Fer Ecneh-Assouan,managing_director,0,,,,9,258
568,1938,P00246,Cattaui Hector de,Cattaui Hector de,,,C00536,"Société Egyptienne de Tuyaux, Poteaux et Produits en Ciment Armé (Système Siegwart)","Société Egyptienne de Tuyaux, Poteaux cL Produits en Ciment Armé (Système SiegwarL.)",member,0,,,,9,258
569,1938,P00246,Cattaui Hector de,Cattaui Hector de,,,C00340,Egyplian Land & Investmenl Cy,Egyplian Land & Investmenl Cy,member,0,,,,9,258
570,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00822,lu S.A. de\Vacli 1\.om Omho,lu S.A. de\Vacli 1\.om Omho,president,0,,,,9,259
571,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00304,Cie. Frigorifique cl'Egyple,Cie. Frigorifique cl'Egyple,president,0,,,,9,259
572,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00824,lu S.A. desllulles Centrales d'EgypLe,lu S.A. desllulles Centrales d'EgypLe,president,0,,,,9,259
573,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00832,nion Foncière d'Egypte,nion Foncière d'Egypte,president,0,,,,9,259
574,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00559,Société Foncière elu Domaine de Cheikh Fuell,Société Foncière elu Domaine de Cheikh Fuell,president,0,,,,9,259
575,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00454,S.A. des Cigm·eL Les Ciauaclis,S.A. des Cigm·eL Les Ciauaclis,president,0,,,,9,259
576,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00458,S.A. des Eaux elu Caire,S.A. des Eaux elu Caire,president,0,,,,9,259
577,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00564,Société Générale des Suneries,Société Générale des Suneries,president,0,,,,9,259
578,1938,P00041,Cattaui Joseph A.,S.E. Cattaui Joseph A. Pacha,pasha,s.e.,C00375,Haffinel'ie cl'Egypte,Haffinel'ie cl'Egypte,president,0,,,,9,259
579,1938,P00042,Cattaui René,Cattaui René Bey,bey,,C00576,Société Royale d'Agriculture,Société Royale d'Agriculture,director,0,,,,9,259
580,1938,P00042,Cattaui René,Cattaui René Bey,bey,,C00728,Traclor Co of Egypt,Traclor Co of Egypt,director,0,,,,9,259
581,1938,P00042,Cattaui René,Cattaui René Bey,bey,,C00562,Société Générale Immobilière d'Egypte,Société Générale Immobilière d'EgypLe,director,0,,,,9,259
582,1938,P00042,Cattaui René,Cattaui René Bey,bey,,C00553,Société Egyptienne pour le Developpement et le Commerce des,Société Egyptienne pour le Developpement et le Commerce des,director,0,,,,9,259
583,1938,P00247,Chaaraoui Hassan,S.E. Chaaraoui Hassan Pacha,pasha,s.e.,C00612,"Sté. Egyptienne des Industries Chimiques, S.A.E","Sté. Egyptienne des Industries Chimiques, S.A.E",director,0,,,,9,259
584,1938,P00248,Chalom C,Chalom C,,,C00485,Sidi Salem Co. of Egypt,Sidi Salem Co. of Egypt,director,0,,,,9,259
585,1938,P00248,Chalom C,Chalom C,,,C00230,Union Foncière d'Egypte,Union Foncière d'Egypte,director,0,,,,9,259
586,1938,P00249,Chale Charles Geoîh·ey,Chale Charles Geoîh·ey,,,C00336,"Eastern Co., S.A.E","Eastern Co, S.A.E",president,0,,,,9,259
587,1938,P00250,Choremi Georges J,Choremi Georges J,,,C00649,The Choremi Benachi Cotton Co,The Choremi Benachi Cotton Co,director,0,,,,9,259
588,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00059,Crédit Agricole d'Egypte,Crédit Agricole d'Egypte,president,0,,,,9,260
589,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00059,Crédit Agricole d'Egypte,Crédit Agricole d'Egypte,managing_director,0,,,,9,260
590,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00324,Crédit Hypothécaire Agricole d'Egypte,Crédit Hypothécaire Agricole d'Egypte,president,0,,,,9,260
591,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00324,Crédit Hypothécaire Agricole d'Egypte,Crédit Hypothécaire Agricole d'Egypte,managing_director,0,,,,9,260
592,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00356,Société Egyptienne de Filature,Société Egyptienne de Filature,president,0,,,,9,260
593,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00714,Tissage de Laine,Tissage de Laine,president,0,,,,9,260
594,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00026,Banque Belge et Internationale en Egypte,Banque Belge & Internationale en Egypte,vice_president,0,,,,9,260
595,1938,P00251,Choucri Mahmoud,S.E. Choucri Mahmoud Pacha,pasha,s.e.,C00622,Technique de la Nitrate Corporation of Chile Ltd. (Egypt and Near East Branch),Technique de la Nitrate Corporation of Chile Ltd. (Egypt & Near East Branch),adviser,0,,,,9,260
596,1938,P00046,Christomanos A. Max,Christomanos Max,,,C00030,Banque d'Athènes à Alexandrie,Banque d'Athènes à Alexandrie,manager,0,,,,9,260
597,1938,P00046,Christomanos A. Max,Christomanos Max,,,C00214,Gabbari Land Co,The Gabbari Land Co,director,0,,,,9,260
598,1938,P00046,Christomanos A. Max,Christomanos Max,,,C00292,"Building Lands of Egypt, Ltd, (En liquidation)","Building Lands of Egypt, Ltd, (En liquidation)",director,0,,,,9,260
599,1938,P00047,Cicurel David,CicUl'el David,,,C00272,"Alexandrin. Pressing Co, S.A.E","Alexandrin. Pressing Co, S.A.E",director,0,,,,9,260
600,1938,P00252,Cicurel Elvira Mme,Cicurel Elvira Mme,,,C00370,Grands,Grands,director,0,,,,9,260
601,1938,P00253,CicUl'cl J'oseph,CicUl'cl J'oseph,,,C00370,Grands,Grands,president,0,,,,9,260
602,1938,P00253,CicUl'cl J'oseph,CicUl'cl J'oseph,,,C00370,Grands,Grands,director,0,,,,9,260
603,1938,P00254,Clark G. H,Clark G. H,,,C00294,Caisse Hypothécaire d'Egypte,Caisse Hypothécaire d'Egypte,director,0,,,,9,260
604,1938,P00255,Clark Henry,Clarl< Henry,,,C00465,S.A. des Terrains de Guizeh- Rodah,S.A. des Terrains Guizeh-Rodah,director,0,,,,9,260
605,1938,P00256,Coconi Jean D,Coconi Jean D,,,C00362,The Gharbieh Ginning Co,Gharbieh Ginning Co,director,0,,,,9,260
606,1938,P00257,Coen Edouard,Coen Edouard,,,C00381,"Industrie Meunière d'Alexandrie, S.A.E",Industrie Meunière d'Alexandrie,managing_director,0,,,,9,260
607,1938,P00258,Coen James,Coen James,,,C00381,"Industrie Meunière d'Alexandrie, S.A.E","Industrie,Meunière d'Alexandrie",managing_director,0,,,,9,260
608,1938,P00259,Coen Maul'izio,Coen Maul'izio,,,C00381,"Industrie Meunière d'Alexandrie, S.A.E",Industrie Meunière d'Alexandrie,president,0,,,,9,260
609,1938,P00260,Cogels Baron Jean,Cogels Baron Jean,,,C00294,Caisse Hypothécaire d'Egypte,Caisse Hypothécaire d'Egypte,director,0,,,,9,260
610,1938,P00261,Cohen Aron,Cohen Aaron,,,C00402,"Maison d'Ameublement B. Pontremoli, S.A.E","Maison d'Ameublement. B. Pontremoli, S.A.E",director,0,,,,9,260
611,1938,P00262,Cohen Alîred N,Cohen Alîred N,,,C00179,Société d'Avances Commerciales,Société d'Avances Commerciales,president,0,,,,9,261
612,1938,P00262,Cohen Alîred N,Cohen Alîred N,,,C00179,Société d'Avances Commerciales,Société d'Avances Commerciales,managing_director,0,,,,9,261
613,1938,P00263,Cohen,Cohen,,,C00275,Anglo-Egyptian Oilfields,Anglo-Egyptian Oilfields,president,0,,,,9,261
614,1938,P00264,Cohen Victot·,Cohen Victot·,,,C00402,"Maison d'Ameublement B. Pontremoli, S.A.E","Maison d'Ameublements B. Pontremoli, S.A.E",director,0,,,,9,261
615,1938,P00265,Cohenca Monis,Cohenca Monis,,,C00390,"Josy Film, S.A.E","Josy Film, S.A.E",director,0,,,,9,261
616,1938,P00265,Cohenca Monis,Cohenca Monis,,,C00427,"Philips Orient, S.A","Philips Orient, S.A",managing_director,0,,,,9,261
617,1938,P00266,Collier Henry Dewat·d,Collier Henry Dewat·d,,,C00516,Société California Texas des Pétroles,Société California Texas des Pétroles,director,0,,,,9,261
618,1938,P00267,Constant Benjamin,Constant Benjamin,,,C00787,ear Ea t,ear Ea t,president,0,,,,9,261
619,1938,P00268,Constant,Constant,,,C00252,Near East,Near East,director,0,,,,9,261
620,1938,P00269,Constantinescu Michel Ingénicut·,Constantinescu Michel Ingénicut·,,,C00421,"Nile Oil Co., S.A.E","Nile Oil Co., S.A.E",vice_president,0,,,,9,261
621,1938,P00270,Constantinidis Emile,Constantinidis Emile,,,C00439,S.A. des Immeubles d'Egypte,S.A. des Immeubles d'Egypte,director,0,,,,9,261
622,1938,P00271,Conti Ettore,S.E. Conti Ettore,,s.e.,C00280,Banca Commerciale Italiana per l'Egitto,Banca Commerciale Italiana per l'Egitto,director,0,,,,9,261
623,1938,P00272,Cossery Edouard,Cossery Edouard Bey,bey,,C00552,"Société Egyptienne pour l'Exploitation des Mines et Carrières, S. A.E","Société Egyptienne pour l'Exploitation de Mines et Carrières, S.A.E",director,0,,,,9,261
624,1938,P00273,CI·ame1·-Robm·ts F. W,CI·ame1·-Robm·ts F. W,,,C00671,"The Egyptian Works & Construction Co., S.A.E","The Egyptian Works & Construction Co., S.A.E",director,0,,,,9,261
625,1938,P00274,Crespi Silvio,S.E. Crespi Silvio,,s.e.,C00280,Banca Commerciale Italiana per l'Egitto,Banca Commerciale Italiana per l'Egitto,president,0,,,,9,261
626,1938,P00275,Critchley T.A.F,Critchley T.A.F,,,C00198,The Cairo Electric Railways and Heliopolis Oases Co,The Cairo Electric Railways & Heliopolis Oases Co,vice_president,0,,,,9,261
627,1938,P00275,Critchley T.A.F,Critchley T.A.F,,,C00198,The Cairo Electric Railways and Heliopolis Oases Co,The Cairo Electric Railways & Heliopolis Oases Co,director,0,,,,9,261
628,1938,P00275,Critchley T.A.F,Critchley T.A.F,,,C00452,S.A. des Chemins de Fer de la Basse-Egypte,S.A. des Chemins de Fer de la Basse Egypte,vice_president,0,,,,9,261
629,1938,P00275,Critchley T.A.F,Critchley T.A.F,,,C00452,S.A. des Chemins de Fer de la Basse-Egypte,S.A. des Chemins de Fer de la Basse Egypte,director,0,,,,9,261
630,1938,P00276,Curie! Elie M,Curie! Elie M,,,C00283,"Banque Mosséri, S.A.E","Banque Mosséri, S.A.E",managing_director,0,,,,9,261
631,1938,P00277,Curiel Maurice E,Curie! Maurice E,,,C00400,"Maison Mosseri, Curie! & Co","Maison Mosseri, Curie! & Co",partner,0,,,,9,261
632,1938,P00277,Curiel Maurice E,Curie! Maurice E,,,C00700,"The Tractor Cy. of Egypt, S.A.E","The Tractor Cy. of Egypt, S.A.E",director,0,,,,9,261
633,1938,P00278,Dabbah Maut·icc,Dabbah Maut·icc,,,C00638,The Anglo-Amc rican Tilc & Toul'isl Co,The Anglo-Amc rican Tilc & Toul'isl Co,member,0,,,,9,262
634,1938,P00278,Dabbah Maut·icc,Dabbah Maut·icc,,,C00441,S.A. Agricole ct Indus1ricllc d'Egyple ct clc la S.A. de Ntwigaliun Flm iule ct des Bateaux Onmibus,S.A. Agricole ct Indus1ricllc d'Egyple ct clc la S.A. de Ntwigaliun Flm iule ct des Bateaux Onmibus,member,0,,,,9,262
635,1938,P00279,Davis T. A,Davis T.A,,,C00398,"Maison Anderson, Clüylon & Co","Maison Anderson, Clüylon & Co",manager,0,,,,9,262
636,1938,P00279,Davis T. A,Davis T.A,,,C00691,"The Nile Ginning Co., S.A.E","The Nile Ginning Co., S.A.E",president,0,,,,9,262
637,1938,P00280,Delany W.B,Delany,,,C00665,The Egyptian IIoLels Ud,The Egyptian IIoLels Ud,director,0,,,,9,262
638,1938,P00280,Delany W.B,Delany,,,C00702,The Uppe1· Egypt Hotels Co,The Uppe1· Egypt Hotels Co,director,0,,,,9,262
639,1938,P00281,Dclaquis René,Dclaquis René,,,C00676,"The Eleclricity ,& lee Supply Co",The Eleclricity & lee Supply Co,director,0,,,,9,262
640,1938,P00282,Deleuze C,Deleuze C,,,C00446,S.A. d'Irrigation de Baliana eL de la Société Egyptienne d'Irrigation,S.A. d'Irrigation de Baliana eL de la Société Egyptienne d'Irrigation,director,0,,,,9,262
641,1938,P00283,Dcliyanni Basile,Dcliyanni Basile,,,C00318,Conseil d'Administration de la Banque d'Athènes,Conseil d'Administration de la Banque d'Athènes,member,0,,,,9,262
642,1938,P00284,Dellaporta Byron G,Dcllaporta Byron G,,,C00008,Alexandria Commercial Co,"Alexandria Commercial Co., S.A.E",vice_president,0,,,,9,262
643,1938,P00284,Dellaporta Byron G,Dcllaporta Byron G,,,C00475,S.A.E. d'Egrenage,S.A.E. d'Egrenage,managing_director,0,,,,9,262
644,1938,P00284,Dellaporta Byron G,Dcllaporta Byron G,,,C00348,Enil'ep()Ls,Enil'ep()Ls,managing_director,0,,,,9,262
645,1938,P00284,Dellaporta Byron G,Dcllaporta Byron G,,,C00445,S.A. Immobilière des Terrains Guizell n.odall,S.A. Immobilière des Terrains Guizell n.odall,director,0,,,,9,262
646,1938,P00284,Dellaporta Byron G,Dcllaporta Byron G,,,C00124,S.A. des Presses Libres Egyptiennes,S.A. des Presses Libres Egyptiennes,director,0,,,,9,262
647,1938,P00285,Det·vieu P,Det·vieu P,,,C00463,S.A. des Monts de Piété Egyptiens. (l~ésidant à Paris),S.A. des Monts de Piété Egyptiens. (l~ésidant à Paris),president,0,,,,9,262
648,1938,P00286,Destrée René,Deslt'ée René,,,C00764,"cl' ,\dminislralion de la Banque Belge et Intemalionale en Egypte, S.A.E","cl' ,\dminislralion de la Banque Belge et Intemalionale en Egypte, S.A.E",council_member,0,,,,9,262
649,1938,P00287,Diacono Ileclot· V,Diacono Ileclot· V,,,C00803,"i\nglo-Amel'ican ?'-l""ile & Tourist Co","i\nglo-Amel'ican ?'-l""ile & Tourist Co",delegate,0,,,,9,262
650,1938,P00287,Diacono Ileclot· V,Diacono Ileclot· V,,,C00803,"i\nglo-Amel'ican ?'-l""ile & Tourist Co","i\nglo-Amel'ican ?'-l""ile & Tourist Co",general_manager,0,,,,9,262
651,1938,P00288,Diucono R. O,Diucono R. O,,,C00020,The Anglo-American Nile & Tourist Co,Anglo-American Nilo & TourisL Co,president,0,,,,9,263
652,1938,P00288,Diucono R. O,Diucono R. O,,,C00830,lu Société de Navigation Fluviale cL des Bateaux Omnibus,lu Société de Navigation Fluviale cL des Bateaux Omnibus,president,0,,,,9,263
653,1938,P00289,Dierman Piel'l'c,Dierman Piel'l'c,,,C00743,"Usinrs Textiles Al-Knllira, S.,\.E","Usinrs Textiles Al-Knllira, S.,\.E",vice_president,0,,,,9,263
654,1938,P00290,Dol'l'a Jacques,Dol'l'a Jacques,,,C00540,Société Egyptienne pour l'Industrie de Bonneterie,Société Egyptienne de l'Industrie de Bonneterie,director,0,,,,9,263
655,1938,P00291,Dubanc Joseph Me,Dubanc Joseph Me,,,C00528,"Société Egyptienne des Industries Chimiques, S.A.E","Société Egyptienne des Industries Chimiques, S. A.E",director,0,,,,9,263
656,1938,P00292,Dubied Pierre,Dubied Pierre,,,C00529,Société Egyptienne de Ciment Porlland,Société Egyptienne de Ciment Porlland,director,0,,,,9,263
657,1938,P00293,Dulœs Et·ic,Dulœs Et·ic,,,C00444,S.A. Immobilière des Terrains Guizch-Hoclnll el Aclministmleur de The Alexandria Commercial Co,S.A. Immobilière des Terrains Guizch-Hoclnll el Aclministmleur de The Alexandria Commercial Co,delegate,0,,,,9,263
658,1938,P00294,EHiatoun Mohamcd,S.E. EHiatoun Mohamcd Pacha,pasha,s.e.,C00791,"elu Con cil d'Administrationcle The l\lcnzuleil Canal & ~avigalion Co., S.A.E","elu Con cil d'Administrationcle The l\lcnzuleil Canal & ~avigalion Co., S.A.E",member,0,,,,9,263
659,1938,P00295,Eicl Raymond,Eicl Raymond,,,C00461,S.A. des Monts cie,S.A. des Monts cie,director,0,,,,9,263
660,1938,P00296,Eliasco J. C,Eliasco C. J,,,C00284,Banque d'Athènes,Banque d'Athènes,general_manager,0,,,,9,264
661,1938,P00296,Eliasco J. C,Eliasco J. C,,,C00284,Banque d'Athènes,Banque d'Athènes,president,0,,,,9,264
662,1938,P00296,Eliasco J. C,Eliasco J. C,,,C00284,Banque d'Athènes,Banque d'Athènes,general_manager,0,,,,9,264
663,1938,P00297,Le Caire,Le Caire,,,C00583,"Société de Ciment Portland de Hélouan, S.A.E","Société de Ciment Portland de Hélouan, S.A.E",member,0,,,,9,264
664,1938,P00297,Le Caire,Le Caire,,,C00297,"Carrier-Egypt, S.A.E","Carrier-Egypt, S.A.E",managing_director,0,,,,9,264
665,1938,P00297,Le Caire,Le Caire,,,C00297,"Carrier-Egypt, S.A.E","Carrier-Egypt, S.A.E",president,0,,,,9,264
666,1938,P00297,Le Caire,Le Caire,,,C00610,Stanclsrd Oil Co. of Egypt,Stanclsrd Oil Co. of Egypt,director,0,,,,9,264
667,1938,P00297,Le Caire,Le Caire,,,C00411,"Misr Concrete Developmcnt Cy., S.J\..E","Misr Concrete Development Cy., S.A.E",director,0,,,,9,264
668,1938,P00298,Eloui Mme Elisabeth,Eloui Mme Elisabeth,,,C00296,Carricr,Carricr,director,0,,,,9,264
669,1938,P00299,Général de la Misr Airwork,Général de la Misr Airwork,,,C00409,Misr,Misr,director,0,,,,9,264
670,1938,P00300,El Sayed Abdel Rahman,El Sayed Abdel Rahman Bey,bey,,C00350,"Fabrique des Produits Chimiques, S.A.E","Fabrique des Produits Chimiques, S.A.E",president,0,,,,9,264
671,1938,P00301,El-Toukhy Abdel Baki Taha,El-Toukhy Abdel Baki Taha,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries and Toys, S.A.E",director,0,,,,9,264
672,1938,P00302,El-Toul hy Abdel Fattah Taha,El-Toul hy Abdel Fattah Taha,,,C00726,"Toul<hy's Co. for Sundl'ies and Toys, S.A.F","Toul<hy's Co. for Sundl'ies and Toys, S.A.F",director,0,,,,9,264
673,1938,P00303,EI-Toukhy El Sayed Ahmed,EI-Toukhy El Sayed Ahmed,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries & Toys, S.A.E",director,0,,,,9,264
674,1938,P00304,El Toukhy Hassan Ahmed,EI-Tould1y Hassan Ahmed,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries & Toys, S.A.E",president,0,,,,9,264
675,1938,P00304,El Toukhy Hassan Ahmed,EI-Tould1y Hassan Ahmed,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries & Toys, S.A.E",managing_director,0,,,,9,264
676,1938,P00305,EI-Toukhy Mohamed Ahmed,EI-Toukhy Mohamed Ahmed,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries and Toys, S.A.E",director,0,,,,9,264
677,1938,P00306,El-Toul hy Taha Ahmed,El-Toul hy Taha Ahmed,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries & Toys, S.A.E",director,0,,,,9,264
678,1938,P00307,El Zayat,El Zayat,,,C00725,"Toukhy's Co. for Sundries & Toys, S.A.E","Toukhy's Co. for Sundries & Toys, S.A.E",vice_president,0,,,,9,264
679,1938,P00308,Empain M. le Bar-on Jean,Empain M. le Bar-on Jean,,,C00646,The Cairo Electl'ic Railways & Heliopolis Oases Co,The Cairo Electl'ic Railways & Heliopolis Oases Co,president,0,,,,9,264
680,1938,P00308,Empain M. le Bar-on Jean,Empain M. le Bar-on Jean,,,C00631,The African Enterprise &,The African Enterprise &,president,0,,,,9,264
681,1938,P00309,Empain M. le Baron Louis,Empain M. le Baron Louis,,,C00833,nombreuses sociétés belges et étrangères,nombreuses sociétés belges et étrangères,director,0,,,,9,265
682,1938,P00310,Empedocles Gregory,Empedocles Gregory,,,C00308,Commercial Bank of the Near East,Commercial Bank of the Near East,director,0,,,,9,265
683,1938,P00311,Enan Saleh,S.E. Enan Saleh Pacha,pasha,s.e.,C00583,"Société de Ciment Portland de Hélouan, S.A.E","Société de Ciment Portland de Hélouan, S.A.E",director,0,,,,9,265
684,1938,P00311,Enan Saleh,S.E. Enan Saleh Pacha,pasha,s.e.,C00606,Sociétécc Egyptian Cement Products »,Sociétécc Egyptian Cement Products »,director,0,,,,9,265
685,1938,P00312,Epaulat·d P,Epaulat·d P,,,C00261,Agence du Crédit Lyonnais à Alexandrie,Agence du Crédit Lyonnais à Alexandrie,manager,0,,,,9,265
686,1938,P00312,Epaulat·d P,Epaulat·d P,,,C00133,Société Anonyme Immobilière d'Alexandrie,Société Immobilière d'Alexandrie,director,0,,,,9,265
687,1938,P00313,Erfan Mohamed,El'fan Mohamed Bey,bey,,C00210,The Egyptian Enterprise & Development Co,The Egyptian Enterprise & Development Co,director,0,,,,9,265
688,1938,P00314,El'l'era Isaac,El'l'era Isaac,,,C00128,Salonica Cigarette Co,Salonica Cigarette Co,director,0,,,,9,265
689,1938,P00314,El'l'era Isaac,El'l'era Isaac,,,C00358,Fédération des Industries du Tabac,Fédération des Industries du Tabac,vice_president,0,,,,9,265
690,1938,P00315,El Bassal,Bassal,,,C00428,Plage de Sahel,Plage de Sahel,manager,0,,,,9,265
691,1938,P00316,El Borollos,El Borollos,,,C00591,Société des Autobus de Béhéra,Société des Autobus de Béhéra,director,0,,,,9,265
692,1938,P00316,El Borollos,El Borollos,,,C00361,Gharbieh,Gharbieh,director,0,,,,9,265
693,1938,P00317,Eslabt•ool{ Edward Lewis,Eslabt•ool{ Edward Lewis,,,C00611,"The Standard Oil Co. of Egypt, S.A","The Standard Oil Co. of Egypt, S,A",director,0,,,,9,265
694,1938,P00318,Eugenicli E,Eugenicli E,,,C00289,Banquecl' Athènes,Banquecl' Athènes,director,0,,,,9,265
695,1938,P00319,Eves II. B. Heath,Eves II. B. Heath,,,C00275,Anglo-Egyptian Oilfields,Anglo-Egyptian Oilfields,director,0,,,,9,265
696,1938,P00320,Exbrayal,Exbrayal,,,C00287,Banque de l'Union Parisienne,Banque de l'Union Parisienne,director,0,,,,9,265
697,1938,P00320,Exbrayal,Exbrayal,,,C00284,Banque d'Athènes,Banque d'Athènes,vice_president,0,,,,9,265
698,1938,P00320,Exbrayal,Exbrayal,,,C00307,Comité de Parisùe la Banque d'Athènes),Comité de Parisùe la Banque d'Athènes),president,0,,,,9,265
699,1938,P00321,Ezri Emmanuel,Ezri Emmanuel,,,C00816,ln Société des Biens de Rapport cl' Egypte,ln Société des Biens de Rapport cl' Egypte,director,0,,,,9,265
700,1938,P00321,Ezri Emmanuel,Ezri Emmanuel,,,C00816,ln Société des Biens de Rapport cl' Egypte,ln Société des Biens de Rapport cl' Egypte,manager,0,,,,9,265
701,1938,P00322,Fahmi Gallini l~acha,S.E. Fahmi Gallini l~acha,,s.e.,C00323,Crédit Agricole cL du CrédiL llypoLhécaim Egyptien,Crédit Agricole cL du CrédiL llypoLhécaim Egyptien,director,0,,,,9,266
702,1938,P00322,Fahmi Gallini l~acha,S.E. Fahmi Gallini l~acha,,s.e.,C00520,Société CopLe de Bienfaisance cL de l'IlOpilal Copte,Société CopLe de Bienfaisance cL de l'IlOpilal Copte,member,0,,,,9,266
703,1938,P00323,Faklll'i Mahmoud,S.E. Faklll'i Mahmoud Pacha,pasha,s.e.,C00258,Adn1inisLraiion de The Cairo Elcclric Hailways & Heliopolis Oascs Co. cL de la S.A. des Eaux du Caire,Adn1inisLraiion de The Cairo Elcclric Hailways & Heliopolis Oascs Co. cL de la S.A. des Eaux du Caire,council_member,0,,,,9,266
704,1938,P00324,Fannc•· William Rogm·s,Fannc•· William Rogm·s,,,C00681,The General AcciclcnL Fire & Lifc Assurance Corp. Lld,The General AcciclcnL Fire & Lifc Assurance Corp. Lld,member,0,,,,9,266
705,1938,P00325,Fa•·ahat Vila,Fa•·ahat Vila,,,C00746,"\dminisLraLion de la S.E. des Tuyaux, PoLcaux ct ProduiLs en Ciment Armé ct dr la Banque i\Iosscri, S. A. E","\dminisLraLion de la S.E. des Tuyaux, PoLcaux ct ProduiLs en Ciment Armé ct dr la Banque i\Iosscri, S. A. E",member,0,,,,9,266
706,1938,P00326,Fat·ghaly,Fat·ghaly,,,C00259,AdwinisLrution de lu S. A. des Presses Libres Egyplie11ncs,AdwinisLrution de lu S. A. des Presses Libres Egyplie11ncs,council_member,0,,,,9,266
707,1938,P00326,Fat·ghaly,Fat·ghaly,,,C00464,S.A. des Tcnes Hn1·cs d'Egypte,S.A. des Tcnes Hn1·cs d'Egypte,council_member,0,,,,9,266
708,1938,P00326,Fat·ghaly,Fat·ghaly,,,C00338,EgypLian Public \\'orks Co,EgypLian Public \\'orks Co,council_member,0,,,,9,266
709,1938,P00326,Fat·ghaly,Fat·ghaly,,,C00311,Compagnie C<'nérnlc Egypiiennc des PéLmlrs (Cogcp),Compagnie C<'nérnlc Egypiiennc des PéLmlrs (Cogcp),council_member,0,,,,9,266
710,1938,P00327,Fcndcl'l Hugo,Fcndcl'l Hugo,,,C00789,"elu Co11seil d',\clminislntlion de lo S.A. des Prcs.-cs Libres Eg~·pticunes","elu Co11seil d',\clminislntlion de lo S.A. des Prcs.-cs Libres Eg~·pticunes",vice_president,0,,,,9,266
711,1938,P00328,Fcn·o J. H,Fcn·o J. H,,,C00493,SociéLé des PublicaLions Egyptiennes,SociéLé des PublicaLions Egyptiennes,delegate,0,,,,9,266
712,1938,P00329,Feyerick Jacques,"Feyel""ick Jacques",,,C00294,Caisse Hypothécaire d'Egypte,Caisse Hypothécaire d'Egypte,director,0,,,,9,267
713,1938,P00058,Finney Harold E,Finney Harold E,,,C00124,S.A. des Presses Libres Egyptiennes,S.A. des Presses Libres Egyptiennes,director,0,,,,9,267
