year,company_id,n_directors,n_political,n_national,share_political,connected
1938,C00020,2,0,0,0.0,False
1938,C00022,1,1,0,1.0,True
1938,C00023,3,1,1,0.3333333333333333,True
1938,C00025,3,0,0,0.0,False
1938,C00026,7,2,1,0.2857142857142857,True
1938,C00027,2,0,0,0.0,False
1938,C00028,1,0,0,0.0,False
1938,C00029,2,0,0,0.0,False
1938,C00030,3,0,0,0.0,False
1938,C00031,4,0,0,0.0,False
1938,C00035,2,0,0,0.0,False
1938,C00037,2,0,0,0.0,False
1938,C00041,1,0,0,0.0,False
1938,C00042,2,0,0,0.0,False
1938,C00043,6,1,1,0.16666666666666666,True
1938,C00046,1,0,0,0.0,False
1938,C00047,3,1,1,0.3333333333333333,True
1938,C00048,5,1,1,0.2,True
1938,C00049,2,0,0,0.0,False
1938,C00050,1,0,0,0.0,False
1938,C00052,4,1,0,0.25,True
1938,C00054,1,0,0,0.0,False
1938,C00055,3,1,1,0.3333333333333333,True
1938,C00056,6,0,0,0.0,False
1938,C00058,6,1,1,0.16666666666666666,True
1938,C00059,2,0,0,0.0,False
1938,C00060,1,0,0,0.0,False
1938,C00064,1,0,0,0.0,False
1938,C00065,3,1,1,0.3333333333333333,True
1938,C00068,2,1,1,0.5,True
1938,C00069,2,0,0,0.0,False
1938,C00070,1,0,0,0.0,False
1938,C00071,1,0,0,0.0,False
1938,C00072,4,0,0,0.0,False
1938,C00073,1,0,0,0.0,False
1938,C00075,3,2,1,0.6666666666666666,True
1938,C00076,4,0,0,0.0,False
1938,C00078,3,0,0,0.0,False
1938,C00080,1,0,0,0.0,False
1938,C00081,2,0,0,0.0,False
1938,C00082,2,0,0,0.0,False
1938,C00083,1,0,0,0.0,False
1938,C00084,3,0,0,0.0,False
1938,C00085,1,1,1,1.0,True
1938,C00086,1,0,0,0.0,False
1938,C00087,1,0,0,0.0,False
1938,C00091,3,0,0,0.0,False
1938,C00092,6,2,2,0.3333333333333333,True
1938,C00093,5,1,1,0.2,True
1938,C00094,2,0,0,0.0,False
1938,C00097,1,0,0,0.0,False
1938,C00101,5,0,0,0.0,False
1938,C00102,5,1,1,0.2,True
1938,C00103,6,1,1,0.16666666666666666,True
1938,C00104,1,1,1,1.0,True
1938,C00105,1,0,0,0.0,False
1938,C00106,1,0,0,0.0,False
1938,C00107,1,0,0,0.0,False
1938,C00108,4,1,1,0.25,True
1938,C00109,1,0,0,0.0,False
1938,C00110,1,0,0,0.0,False
1938,C00112,3,0,0,0.0,False
1938,C00113,1,0,0,0.0,False
1938,C00114,1,0,0,0.0,False
1938,C00115,3,0,0,0.0,False
1938,C00116,3,0,0,0.0,False
1938,C00117,5,0,0,0.0,False
1938,C00118,1,0,0,0.0,False
1938,C00121,4,0,0,0.0,False
1938,C00122,1,0,0,0.0,False
1938,C00123,2,0,0,0.0,False
1938,C00125,1,0,0,0.0,False
1938,C00126,2,0,0,0.0,False
1938,C00127,3,0,0,0.0,False
1938,C00128,3,0,0,0.0,False
1938,C00129,2,0,0,0.0,False
1938,C00130,4,0,0,0.0,False
1938,C00131,2,0,0,0.0,False
1938,C00132,1,0,0,0.0,False
1938,C00133,2,0,0,0.0,False
1938,C00134,1,0,0,0.0,False
1938,C00139,4,0,0,0.0,False
1938,C00140,1,0,0,0.0,False
1938,C00141,4,0,0,0.0,False
1938,C00142,2,1,0,0.5,True
1938,C00143,3,1,0,0.3333333333333333,True
1938,C00147,3,1,0,0.3333333333333333,True
1938,C00148,5,1,1,0.2,True
1938,C00153,3,0,0,0.0,False
1938,C00154,1,0,0,0.0,False
1938,C00162,1,0,0,0.0,False
1938,C00164,9,1,1,0.1111111111111111,True
1938,C00171,2,0,0,0.0,False
1938,C00174,1,0,0,0.0,False
1938,C00175,6,0,0,0.0,False
1938,C00176,3,0,0,0.0,False
1938,C00177,2,0,0,0.0,False
1938,C00181,1,0,0,0.0,False
1938,C00184,4,1,0,0.25,True
1938,C00185,2,1,1,0.5,True
1938,C00190,6,2,2,0.3333333333333333,True
1938,C00191,1,0,0,0.0,False
1938,C00193,2,0,0,0.0,False
1938,C00195,3,2,0,0.6666666666666666,True
1938,C00200,6,0,0,0.0,False
1938,C00202,1,1,1,1.0,True
1938,C00203,1,0,0,0.0,False
1938,C00206,2,0,0,0.0,False
1938,C00207,1,0,0,0.0,False
1938,C00208,1,1,1,1.0,True
1938,C00209,3,0,0,0.0,False
1938,C00210,2,0,0,0.0,False
1938,C00211,1,0,0,0.0,False
1938,C00212,1,0,0,0.0,False
1938,C00213,2,0,0,0.0,False
1938,C00214,1,0,0,0.0,False
1938,C00215,1,0,0,0.0,False
1938,C00216,1,0,0,0.0,False
1938,C00217,1,0,0,0.0,False
1938,C00218,1,0,0,0.0,False
1938,C00219,1,1,1,1.0,True
1938,C00220,1,0,0,0.0,False
1938,C00221,1,1,0,1.0,True
1938,C00222,1,0,0,0.0,False
1938,C00223,1,0,0,0.0,False
1938,C00224,1,0,0,0.0,False
1938,C00225,1,0,0,0.0,False
1938,C00226,2,0,0,0.0,False
1938,C00227,1,0,0,0.0,False
1938,C00228,1,1,1,1.0,True
1938,C00229,3,1,1,0.3333333333333333,True
1938,C00230,1,0,0,0.0,False
1938,C00231,1,0,0,0.0,False
1938,C00232,5,0,0,0.0,False
1938,C00233,1,0,0,0.0,False
1938,C00234,1,0,0,0.0,False
1938,C00235,3,2,2,0.6666666666666666,True
1938,C00236,1,1,1,1.0,True
1938,C00237,1,0,0,0.0,False
1938,C00238,2,0,0,0.0,False
1938,C00239,1,0,0,0.0,False
1938,C00240,1,1,0,1.0,True
1938,C00241,4,0,0,0.0,False
1938,C00242,3,0,0,0.0,False
1938,C00243,1,0,0,0.0,False
1938,C00244,1,0,0,0.0,False
1938,C00245,1,0,0,0.0,False
1938,C00246,1,0,0,0.0,False
1938,C00247,1,0,0,0.0,False
1938,C00248,4,0,0,0.0,False
1938,C00249,2,0,0,0.0,False
1938,C00250,1,0,0,0.0,False
1938,C00251,1,0,0,0.0,False
1938,C00252,1,0,0,0.0,False
1938,C00253,1,0,0,0.0,False
1938,C00254,1,0,0,0.0,False
1938,C00255,2,0,0,0.0,False
1938,C00256,2,0,0,0.0,False
1938,C00257,1,0,0,0.0,False
1938,C00258,1,0,0,0.0,False
1938,C00259,1,0,0,0.0,False
1938,C00260,1,0,0,0.0,False
1938,C00261,2,0,0,0.0,False
1938,C00262,1,0,0,0.0,False
1938,C00263,1,1,0,1.0,True
1938,C00264,1,0,0,0.0,False
1938,C00265,1,0,0,0.0,False
1938,C00266,1,0,0,0.0,False
1938,C00267,1,0,0,0.0,False
1938,C00268,1,0,0,0.0,False
1938,C00269,1,0,0,0.0,False
1938,C00270,2,0,0,0.0,False
1938,C00271,1,0,0,0.0,False
1938,C00272,1,0,0,0.0,False
1938,C00273,2,0,0,0.0,False
1938,C00274,1,1,1,1.0,True
1938,C00275,2,2,2,1.0,True
1938,C00276,1,0,0,0.0,False
1938,C00277,1,0,0,0.0,False
1938,C00278,1,0,0,0.0,False
1938,C00279,1,0,0,0.0,False
1938,C00280,2,0,0,0.0,False
1938,C00281,1,0,0,0.0,False
1938,C00282,5,0,0,0.0,False
1938,C00283,1,0,0,0.0,False
1938,C00284,1,0,0,0.0,False
1938,C00285,1,0,0,0.0,False
1938,C00286,1,0,0,0.0,False
1938,C00287,1,0,0,0.0,False
1938,C00288,1,0,0,0.0,False
1938,C00289,4,2,2,0.5,True
1938,C00290,4,0,0,0.0,False
1938,C00291,1,1,1,1.0,True
1938,C00292,1,0,0,0.0,False
1938,C00293,3,1,0,0.3333333333333333,True
1938,C00294,1,0,0,0.0,False
1938,C00295,2,0,0,0.0,False
1938,C00296,2,0,0,0.0,False
1938,C00297,4,1,1,0.25,True
1938,C00298,1,0,0,0.0,False
1938,C00299,1,0,0,0.0,False
1938,C00300,1,0,0,0.0,False
1938,C00301,1,0,0,0.0,False
1938,C00302,4,0,0,0.0,False
1938,C00303,3,0,0,0.0,False
1938,C00304,6,0,0,0.0,False
1938,C00305,1,0,0,0.0,False
1938,C00306,2,0,0,0.0,False
1938,C00307,1,0,0,0.0,False
1938,C00308,1,1,1,1.0,True
1938,C00309,2,0,0,0.0,False
1938,C00310,1,0,0,0.0,False
1938,C00311,2,0,0,0.0,False
1938,C00312,1,0,0,0.0,False
1938,C00313,1,0,0,0.0,False
1938,C00314,1,0,0,0.0,False
1938,C00315,2,1,1,0.5,True
1938,C00316,3,0,0,0.0,False
1938,C00317,5,1,1,0.2,True
1938,C00318,4,1,1,0.25,True
1938,C00319,1,0,0,0.0,False
1938,C00320,1,0,0,0.0,False
1938,C00321,1,0,0,0.0,False
1938,C00322,1,0,0,0.0,False
1938,C00323,1,0,0,0.0,False
1938,C00324,2,0,0,0.0,False
1938,C00325,2,0,0,0.0,False
1938,C00326,1,0,0,0.0,False
1938,C00327,1,0,0,0.0,False
1938,C00328,1,0,0,0.0,False
1938,C00329,1,0,0,0.0,False
1938,C00330,1,0,0,0.0,False
1938,C00331,1,0,0,0.0,False
1938,C00332,4,0,0,0.0,False
1938,C00333,1,0,0,0.0,False
1938,C00334,1,0,0,0.0,False
1938,C00335,1,0,0,0.0,False
1938,C00336,1,1,1,1.0,True
1938,C00337,1,0,0,0.0,False
1938,C00338,1,0,0,0.0,False
1938,C00339,1,0,0,0.0,False
1938,C00340,1,0,0,0.0,False
1938,C00341,4,0,0,0.0,False
1938,C00342,1,1,1,1.0,True
1938,C00343,1,0,0,0.0,False
1938,C00344,1,0,0,0.0,False
1938,C00345,5,2,2,0.4,True
1938,C00346,2,1,1,0.5,True
1938,C00347,1,0,0,0.0,False
1938,C00348,3,0,0,0.0,False
1938,C00349,1,0,0,0.0,False
1938,C00350,1,0,0,0.0,False
1938,C00351,1,0,0,0.0,False
1938,C00352,1,0,0,0.0,False
1938,C00353,2,0,0,0.0,False
1938,C00354,1,0,0,0.0,False
1938,C00355,6,5,5,0.8333333333333334,True
1938,C00356,1,0,0,0.0,False
1938,C00357,2,0,0,0.0,False
1938,C00358,1,0,0,0.0,False
1938,C00359,1,0,0,0.0,False
1938,C00360,1,0,0,0.0,False
1938,C00361,1,0,0,0.0,False
1938,C00362,3,1,1,0.3333333333333333,True
1938,C00363,1,0,0,0.0,False
1938,C00364,1,1,1,1.0,True
1938,C00365,1,0,0,0.0,False
1938,C00366,1,1,0,1.0,True
1938,C00367,1,0,0,0.0,False
1938,C00368,3,0,0,0.0,False
1938,C00369,1,0,0,0.0,False
1938,C00370,1,0,0,0.0,False
1938,C00371,1,0,0,0.0,False
1938,C00372,3,0,0,0.0,False
1938,C00373,1,0,0,0.0,False
1938,C00374,2,0,0,0.0,False
1938,C00375,1,0,0,0.0,False
1938,C00376,1,0,0,0.0,False
1938,C00377,1,0,0,0.0,False
1938,C00378,2,0,0,0.0,False
1938,C00379,2,0,0,0.0,False
1938,C00380,2,0,0,0.0,False
1938,C00381,1,0,0,0.0,False
1938,C00382,1,0,0,0.0,False
1938,C00383,3,0,0,0.0,False
1938,C00384,1,0,0,0.0,False
1938,C00385,3,0,0,0.0,False
1938,C00386,1,1,1,1.0,True
1938,C00387,2,0,0,0.0,False
1938,C00388,1,0,0,0.0,False
1938,C00389,3,0,0,0.0,False
1938,C00390,1,0,0,0.0,False
1938,C00391,1,0,0,0.0,False
1938,C00392,1,1,1,1.0,True
1938,C00393,3,0,0,0.0,False
1938,C00394,1,0,0,0.0,False
1938,C00395,1,0,0,0.0,False
1938,C00396,2,0,0,0.0,False
1938,C00397,1,0,0,0.0,False
1938,C00398,1,0,0,0.0,False
1938,C00399,1,0,0,0.0,False
1938,C00400,4,0,0,0.0,False
1938,C00401,1,0,0,0.0,False
1938,C00402,1,0,0,0.0,False
1938,C00403,1,0,0,0.0,False
1938,C00404,1,0,0,0.0,False
1938,C00405,3,0,0,0.0,False
1938,C00406,1,0,0,0.0,False
1938,C00407,1,0,0,0.0,False
1938,C00408,1,0,0,0.0,False
1938,C00409,1,0,0,0.0,False
1938,C00410,1,0,0,0.0,False
1938,C00411,1,0,0,0.0,False
1938,C00412,1,0,0,0.0,False
1938,C00413,1,0,0,0.0,False
1938,C00414,1,0,0,0.0,False
1938,C00415,1,1,1,1.0,True
1938,C00416,1,0,0,0.0,False
1938,C00417,3,1,1,0.3333333333333333,True
1938,C00418,1,0,0,0.0,False
1938,C00419,1,0,0,0.0,False
1938,C00420,1,0,0,0.0,False
1938,C00421,1,0,0,0.0,False
1938,C00422,2,1,1,0.5,True
1938,C00423,6,1,1,0.16666666666666666,True
1938,C00424,1,0,0,0.0,False
1938,C00425,2,0,0,0.0,False
1938,C00426,1,0,0,0.0,False
1938,C00427,4,0,0,0.0,False
1938,C00428,2,0,0,0.0,False
1938,C00429,4,0,0,0.0,False
1938,C00430,1,1,1,1.0,True
1938,C00431,3,0,0,0.0,False
1938,C00432,1,0,0,0.0,False
1938,C00433,1,0,0,0.0,False
1938,C00434,3,0,0,0.0,False
1938,C00435,3,1,1,0.3333333333333333,True
1938,C00436,1,0,0,0.0,False
1938,C00437,1,0,0,0.0,False
1938,C00438,1,0,0,0.0,False
1938,C00439,1,0,0,0.0,False
1938,C00440,1,0,0,0.0,False
1938,C00441,1,0,0,0.0,False
1938,C00442,5,2,2,0.4,True
1938,C00443,1,0,0,0.0,False
1938,C00444,1,0,0,0.0,False
1938,C00445,4,0,0,0.0,False
1938,C00446,1,0,0,0.0,False
1938,C00447,1,0,0,0.0,False
1938,C00448,5,2,1,0.4,True
1938,C00449,1,0,0,0.0,False
1938,C00450,4,1,1,0.25,True
1938,C00451,1,1,1,1.0,True
1938,C00452,1,0,0,0.0,False
1938,C00453,1,0,0,0.0,False
1938,C00454,2,0,0,0.0,False
1938,C00455,1,0,0,0.0,False
1938,C00456,4,0,0,0.0,False
1938,C00457,1,0,0,0.0,False
1938,C00458,2,0,0,0.0,False
1938,C00459,4,0,0,0.0,False
1938,C00460,1,0,0,0.0,False
1938,C00461,4,0,0,0.0,False
1938,C00462,1,0,0,0.0,False
1938,C00463,1,0,0,0.0,False
1938,C00464,1,0,0,0.0,False
1938,C00465,1,0,0,0.0,False
1938,C00466,1,0,0,0.0,False
1938,C00467,1,0,0,0.0,False
1938,C00468,2,0,0,0.0,False
1938,C00469,1,0,0,0.0,False
1938,C00470,1,0,0,0.0,False
1938,C00471,1,0,0,0.0,False
1938,C00472,4,0,0,0.0,False
1938,C00473,3,0,0,0.0,False
1938,C00474,1,0,0,0.0,False
1938,C00475,1,0,0,0.0,False
1938,C00476,3,0,0,0.0,False
1938,C00477,2,0,0,0.0,False
1938,C00478,3,0,0,0.0,False
1938,C00479,1,0,0,0.0,False
1938,C00480,1,1,1,1.0,True
1938,C00481,1,0,0,0.0,False
1938,C00482,6,0,0,0.0,False
1938,C00483,2,0,0,0.0,False
1938,C00484,1,0,0,0.0,False
1938,C00485,2,0,0,0.0,False
1938,C00486,1,0,0,0.0,False
1938,C00487,1,1,1,1.0,True
1938,C00488,1,0,0,0.0,False
1938,C00489,1,0,0,0.0,False
1938,C00490,1,0,0,0.0,False
1938,C00491,1,0,0,0.0,False
1938,C00492,2,0,0,0.0,False
1938,C00493,1,0,0,0.0,False
1938,C00494,5,0,0,0.0,False
1938,C00495,1,0,0,0.0,False
1938,C00496,1,0,0,0.0,False
1938,C00497,1,0,0,0.0,False
1938,C00498,1,0,0,0.0,False
1938,C00499,1,0,0,0.0,False
1938,C00500,2,2,2,1.0,True
1938,C00501,1,0,0,0.0,False
1938,C00502,1,0,0,0.0,False
1938,C00503,1,1,1,1.0,True
1938,C00504,1,0,0,0.0,False
1938,C00505,1,0,0,0.0,False
1938,C00506,1,0,0,0.0,False
1938,C00507,6,0,0,0.0,False
1938,C00508,1,0,0,0.0,False
1938,C00509,1,0,0,0.0,False
1938,C00510,1,0,0,0.0,False
1938,C00511,1,0,0,0.0,False
1938,C00512,1,0,0,0.0,False
1938,C00513,1,0,0,0.0,False
1938,C00514,1,0,0,0.0,False
1938,C00515,1,0,0,0.0,False
1938,C00516,1,0,0,0.0,False
1938,C00517,1,0,0,0.0,False
1938,C00518,1,0,0,0.0,False
1938,C00519,1,0,0,0.0,False
1938,C00520,3,0,0,0.0,False
1938,C00521,1,0,0,0.0,False
1938,C00522,1,0,0,0.0,False
1938,C00523,2,0,0,0.0,False
1938,C00524,5,0,0,0.0,False
1938,C00525,1,0,0,0.0,False
1938,C00526,1,1,1,1.0,True
1938,C00527,1,0,0,0.0,False
1938,C00528,1,0,0,0.0,False
1938,C00529,3,0,0,0.0,False
1938,C00530,1,0,0,0.0,False
1938,C00531,1,0,0,0.0,False
1938,C00532,1,0,0,0.0,False
1938,C00533,1,0,0,0.0,False
1938,C00534,1,0,0,0.0,False
1938,C00535,1,0,0,0.0,False
1938,C00536,1,0,0,0.0,False
1938,C00537,1,0,0,0.0,False
1938,C00538,1,0,0,0.0,False
1938,C00539,1,0,0,0.0,False
1938,C00540,1,0,0,0.0,False
1938,C00541,1,0,0,0.0,False
1938,C00542,1,0,0,0.0,False
1938,C00543,4,0,0,0.0,False
1938,C00544,1,0,0,0.0,False
1938,C00545,1,0,0,0.0,False
1938,C00546,2,0,0,0.0,False
1938,C00547,4,0,0,0.0,False
1938,C00548,1,0,0,0.0,False
1938,C00549,1,0,0,0.0,False
1938,C00550,1,0,0,0.0,False
1938,C00551,1,0,0,0.0,False
1938,C00552,5,0,0,0.0,False
1938,C00553,1,0,0,0.0,False
1938,C00554,1,0,0,0.0,False
1938,C00555,1,0,0,0.0,False
1938,C00556,1,0,0,0.0,False
1938,C00557,1,0,0,0.0,False
1938,C00558,1,0,0,0.0,False
1938,C00559,3,1,1,0.3333333333333333,True
1938,C00560,1,0,0,0.0,False
1938,C00561,1,0,0,0.0,False
1938,C00562,1,0,0,0.0,False
1938,C00563,1,0,0,0.0,False
1938,C00564,1,0,0,0.0,False
1938,C00565,1,0,0,0.0,False
1938,C00566,1,0,0,0.0,False
1938,C00567,1,0,0,0.0,False
1938,C00568,1,0,0,0.0,False
1938,C00569,1,1,1,1.0,True
1938,C00570,1,1,1,1.0,True
1938,C00571,1,1,1,1.0,True
1938,C00572,8,0,0,0.0,False
1938,C00573,1,0,0,0.0,False
1938,C00574,1,0,0,0.0,False
1938,C00575,2,0,0,0.0,False
1938,C00576,1,0,0,0.0,False
1938,C00577,1,0,0,0.0,False
1938,C00578,1,1,1,1.0,True
1938,C00579,1,0,0,0.0,False
1938,C00580,1,1,1,1.0,True
1938,C00581,1,0,0,0.0,False
1938,C00582,6,0,0,0.0,False
1938,C00583,1,0,0,0.0,False
1938,C00584,1,0,0,0.0,False
1938,C00585,1,0,0,0.0,False
1938,C00586,1,0,0,0.0,False
1938,C00587,1,0,0,0.0,False
1938,C00588,1,0,0,0.0,False
1938,C00589,1,0,0,0.0,False
1938,C00590,1,0,0,0.0,False
1938,C00591,1,0,0,0.0,False
1938,C00592,1,0,0,0.0,False
1938,C00593,1,0,0,0.0,False
1938,C00594,1,1,0,1.0,True
1938,C00595,1,0,0,0.0,False
1938,C00596,1,0,0,0.0,False
1938,C00597,1,0,0,0.0,False
1938,C00598,1,0,0,0.0,False
1938,C00599,1,0,0,0.0,False
1938,C00600,1,0,0,0.0,False
1938,C00601,1,0,0,0.0,False
1938,C00602,1,0,0,0.0,False
1938,C00603,1,0,0,0.0,False
