person_id,year,printed_name,display,name_key,rank,company_printed,role,source_page
P00030,1932,Boyé Jean André,Boyé Jean André,boi gean andr,,Société d'Economie Politique,council_member,530
P00030,1932,Boyé Jean André,Boyé Jean André,boi gean andr,,Société Royale de Papyrologie d'Egypte,council_member,530
P00030,1932,Boyé Jean André,Boyé Jean André,boi gean andr,,"« Al Chark » (L'Orient), Société Anonyme Egyptienne d'Assurance sur la Vie",director,530
P00031,1932,Brereton H. K,Brereton H. K,brereton,,Crédit Agricole d'Egypte,manager,530
P00031,1932,Brereton H. K,Brereton H. K,brereton,,Crédit Agricole d'Egypte,director,530
P00032,1932,Campos A,Campos A,kampos,,S. A. Agricole et Industrielle d'Egypte,president,530
P00033,1932,Campos Benvenuto,Campos Benvenuto,kampos benvenuto,,Société Générale d'Electricité,managing_director,530
P00033,1932,Campos Benvenuto,Campos Benvenuto,kampos benvenuto,,Mécanique,managing_director,530
P00034,1932,Campos Giuseppe,Campos Giuseppe,kampos giusep,,Société Générale d'Electricité,director,530
P00034,1932,Campos Giuseppe,Campos Giuseppe,kampos giusep,,Mécanique,director,530
P00035,1932,Cantoni Charles,Cantoni Charles,kantoni sharles,,Crown Brewery,president,530
P00036,1932,Carver H. B,Carver H. B,karver,,Car ver Br os & Co Ltd,director,530
P00036,1932,Carver H. B,Carver H. B,karver,,"The Associated Cotton Ginners of Egypt, Ltd",director,530
P00036,1932,Carver H. B,Carver H. B,karver,,Société Générale de Pressage et Dépôts,director,530
P00037,1932,Cattaui Bey Aslan J,Cattaui Bey Aslan J,kataui bei aslan,,The Egyptian Salt & Soda,director,530
P00038,1932,Cattaui Edgard de,Cattaui Edgard de,kataui edgard,,Société Anonyme du Chemin de Fer Ken eh-Assouan,managing_director,530
P00038,1932,Cattaui Edgard de,Cattaui Edgard de,kataui edgard,,suivantes Sociétés,director,530
P00039,1932,Cattaui Elie J,Cattaui Elie J,kataui eli,,Société Générale d'Electricité,president,530
P00039,1932,Cattaui Elie J,Cattaui Elie J,kataui eli,,Mécanique,president,530
P00040,1932,Cattaui Emile,Cattaui Emile,kataui emil,,Kafr El Zay at Cotton Cy,director,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,S. A. Wadi Kom Ombo,president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Compagnie Frigorifique d'Egypte,president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Société des Halles Centrales,president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Société Foncière d'Egypte,president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Crown Egypt Co,president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Société Générale d'Irrigation,vice_president,530
P00041,1932,S.E. Cattaui Pacha Joseph A,Cattaui Pacha Joseph A,kataui pasha gosef,,Société Foncière,managing_director,530
P00042,1932,Cattaui René Bey,Cattaui René,kataui ren,bey,S. A. du Wadi Kom Ombo,general_manager,531
P00042,1932,Cattaui René Bey,Cattaui René,kataui ren,bey,Commercial Bank of Egypt,director,531
P00043,1932,S.E. Chafik Pacha Mohamed,Chafik Pacha Mohamed,shafik pasha moamed,,Technique de la Société Générale d'Irrigation,adviser,531
P00043,1932,S.E. Chafik Pacha Mohamed,Chafik Pacha Mohamed,shafik pasha moamed,,Banco Ilalo-Egiziano ct de The Electric Light & Power Supply,director,531
P00044,1932,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,konstantin gean shoremi asokg la iaison shoremi,,Alexandrin Exchange Co,president,531
P00044,1932,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,konstantin gean shoremi asokg la iaison shoremi,,"Associated Cotton Gin ners of Egypt, Ltd",president,531
P00044,1932,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,Constantin Jean Choremi Assocjé de la Y.Iaison Choremi,konstantin gean shoremi asokg la iaison shoremi,,Alexandrie & Ramleh Rail ways Cy. Ltd,director,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Banque de Crédit Agricole d'Egyple,president,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Banque de Crédit Agricole d'Egyple,managing_director,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Banque Hypothécaire,president,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Banque Hypothécaire,managing_director,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Banque Belge et In ternationale en Egypte,committee_member,531
P00045,1932,S.E. Choucry Mahmoud Pacha Ancien :\Iinistrc,Choucry Mahmoud Pacha Ancien :\Iinistrc,shukri mahmud pasha ansien inistrk,,Cie d'Assurances << Al Chark )),committee_member,531
P00046,1932,Christomanos A. Max,Christomanos A. Max,shristomanos max,,üsociation dll Commerce d'lm.portation,vice_president,531
P00046,1932,Christomanos A. Max,Christomanos A. Max,shristomanos max,,Banque d'Athènes à Alexandrie,manager,531
P00046,1932,Christomanos A. Max,Christomanos A. Max,shristomanos max,,The Crownegypt Co,member,531
P00046,1932,Christomanos A. Max,Christomanos A. Max,shristomanos max,,The Gabbari Land Cy,member,531
P00046,1932,Christomanos A. Max,Christomanos A. Max,shristomanos max,,Société Anonyme Immobilière d'Alexandrie,member,531
P00047,1932,Cicurel David,Cicurel David,sikurel david,,Alexandria Pressing,director,531
P00048,1932,Cicurel Joseph,Cicurel Joseph,sikurel gosef,,Banque Misr,director,531
P00049,1932,Cohen N. Alfred,Cohen N. Alfred,koen alfred,,Société d'Avances Commerciales,president,531
P00049,1932,Cohen N. Alfred,Cohen N. Alfred,koen alfred,,Société d'Avances Commerciales,managing_director,531
P00049,1932,Cohen N. Alfred,Cohen N. Alfred,koen alfred,,The Egypt and Sudan Export Co,president,531
P00049,1932,Cohen N. Alfred,Cohen N. Alfred,koen alfred,,The Egypt and Sudan Export Co,managing_director,531
P00050,1932,Sir Edward Cook C.S.I,Edward Cook C.S.I,eduard kok,,Agricultural Bank of Egypt,president,531
P00051,1932,Cook John Lt.-Col. A. Gt. D.S.O,Cook John Lt.-Col. A. Gt. D.S.O,kok gohn lt kol gt,,Egyptian Markets,president,531
P00052,1932,G. Corsi,G. Corsi,korsi,,The nited Egyptian Nile Transport Co,president,532
P00053,1932,Diacono Robert M.B.E,Diacono Robert M.B.E,diakono robert,,The Anglo-Ame- rican Nile & Tourist Co,managing_director,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,The Egyptian Produce Trading Cy,president,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,Banque Belge et Internationale en Egypte,vice_president,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,The Egyptian Salt & Soda,president,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,Société Anonyme du Béhéra,director,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,Egyptian Joint Cotton Committee,vice_president,532
P00054,1932,S.E. Emine Yehia Pacha,Emine Yehia,emin ieia,pasha,Fédération Egyptienne des Industries en E~gypte,vice_president,532
P00055,1932,Baron Empain François,Empain François,empain frankois,,Cairo-Heliopolis,director,532
P00055,1932,Baron Empain François,Empain François,empain frankois,,Cairo-Heliopolis,president,532
P00055,1932,Baron Empain François,Empain François,empain frankois,,Banque Belge et Internationale en Egypte,director,532
P00055,1932,Baron Empain François,Empain François,empain frankois,,"Tramways du Caire, ainsi que de nombreuses autres Sociétés Belges et Etrangères",director,532
P00056,1932,S.E. Fakhry Pacha Mahmoud,Fakhry Pacha Mahmoud,fakhri pasha mahmud,,The Cairo Electric Rallways & Heliopolis Oases Cy,director,533
P00057,1932,Fenderl Hugo,Fenderl Hugo,fenderl hugo,,Presses Libres Egypliennes,director,533
P00057,1932,Fenderl Hugo,Fenderl Hugo,fenderl hugo,,Société Egyptienne de la Bourse Commerciale de Minet El Bassa!,director,533
P00058,1932,Finney Harold,Finney Harold,finei harold,,S. A. des Presses Libres Egyptiennes,director,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Alexandria Commercial Co,president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,S. A. des Presses Libres Egyptiennes,president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,S.A.I. des Terrains Ghizeh et Rodah,president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Société Egyptienne d'Egrenage,president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Entrepôts,president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Société Orientale de Publicité (S.A.E.),president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Alexandria Insurance Co. (S.A.E.),vice_president,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Société Anonyme du Béhéra,director,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Filature Nationale d'Egypte,director,533
P00059,1932,Finney Oswald J,Finney Oswald J,finei osuald,,Société Egyptienne de Ja Bourse Commerciale de ~li net El Bass al,director,533
P00060,1932,Fitzgerard Francis C. R. E,Fitzgerard Francis C. R. E,fitzgerard fransis,,Anglo Belgian Co of Egypt et,president,533
P00060,1932,Fitzgerard Francis C. R. E,Fitzgerard Francis C. R. E,fitzgerard fransis,,Eaux du Caire,director,533
P00061,1932,Foster G. C,Foster G. C,foster,,Société Anonyme du Béhéra,managing_director,533
P00062,1932,Friend Astley P,Friend Astley P,friend astlei,,Anglo-American Nile et Tou rist Co,president,533
P00062,1932,Friend Astley P,Friend Astley P,friend astlei,,Menzaleh Canal Navigation,president,533
P00063,1932,Fumaroli J,Fumaroli J,fumaroli,,Gérance Immobilière ct de la Yiodern Buildings,president,533
P00063,1932,Fumaroli J,Fumaroli J,fumaroli,,Société Anonyme de Nettoyage et Pressage du Coton,director,533
P00063,1932,Fumaroli J,Fumaroli J,fumaroli,,Gabbari Land,director,533
P00064,1932,Galal Fahim Bey,Galal Fahim,galal faim,bey,Banque de Crédit Agricole d'Egypte,director,533
P00065,1932,S.E. Gallini Fahmi Pacha,Gallini Fahmi,galini fahmi,pasha,Banque de Crédit Agricole d'Egypte,director,533
P00066,1932,GarofaiiO Douca,GarofaiiO Douca,garofaio duka,,Société Anonyme des Tramways d'Alexandrie,director,533
P00067,1932,Gasche Linus,Gasche Linus,gash linus,,Filature Nationale d'Egypte,managing_director,534
P00068,1932,Gianotti Vittorio,Gianotti Vittorio,gianoti vitorio,,Société Egyptienne de Pétrole (S.A.E.),managing_director,534
P00068,1932,Gianotti Vittorio,Gianotti Vittorio,gianoti vitorio,,National Petroleum Cy,managing_director,534
P00068,1932,Gianotti Vittorio,Gianotti Vittorio,gianoti vitorio,,Société Delta (Società Edile Egiziana),president,534
P00068,1932,Gianotti Vittorio,Gianotti Vittorio,gianoti vitorio,,Société Misr pour l'Exportation du Coton (ex-Lindemann),vice_president,534
P00069,1932,Goar Edwin N.J,Goar Edwin N.J,goar eduin,,The Alexandria Insurance Company,director,534
P00070,1932,Comm. Grassi Carlo,Comm. Grassi Carlo,kom grasi karlo,,Anglo-American Nile & Tourist Cy,director,534
P00071,1932,Grimprel Maurice,Grimprel Maurice,grimprel mauris,,"«La Nationale l>, Compagnie Aunonyme d'Assurances sur la Vie à Paris",manager,534
P00071,1932,Grimprel Maurice,Grimprel Maurice,grimprel mauris,,Consultatif des Réassurances et Assurances directes au Ministère du Travail,committee_member,534
P00071,1932,Grimprel Maurice,Grimprel Maurice,grimprel mauris,,Réunion des Compagnies d'Assurances sur la Vie,president,534
P00071,1932,Grimprel Maurice,Grimprel Maurice,grimprel mauris,,suppléant de l'Union Syndicale des Compagnies. d'Assurances à primes fixes detoute nature,president,534
P00071,1932,Grimprel Maurice,Grimprel Maurice,grimprel mauris,,Al Chark (L'Orient) Société Anonyme Egyptienne d'Assurances sur la Vie,director,534
P00072,1932,S.E. Hassan Said Pacha,Hassan Said,hasan said,pasha,Banque de Crédit Agricole d'Egypte,manager,534
P00072,1932,S.E. Hassan Said Pacha,Hassan Said,hasan said,pasha,Banque de Crédit Agricole d'Egypte,director,534
P00073,1932,Hault,Hault,hault,,Société Anonyme des Chemins de Fer de la Basse-Egypte,director,534
P00073,1932,Hault,Hault,hault,,Société Anonyme des Tramways du Caire,director,534
P00074,1932,Hecht Van Der L,Hecht Van Der L,hesht der,,Tramways du Caire,manager,534
P00074,1932,Hecht Van Der L,Hecht Van Der L,hesht der,,Société Anonyme des Chemins de Fer de la Basse-Egypte,director,534
P00075,1932,S.E. Henein Sadik Pacha,Henein Sadik,henein sadik,pasha,Upper Egypt Ratels,director,534
P00076,1932,Nationale>>,Nationale>>,national,,"Al Chark 1(L'Orient), Société Anonyme Egyptienne d'Assurances sur la Vie",director,535
P00077,1932,Home John,Home John,hom gohn,,Grands-Hôtels d'Egyple,president,535
P00077,1932,Home John,Home John,hom gohn,,S. A. des Chemins de Fer Keneh-Assouan,president,535
P00077,1932,Home John,Home John,hom gohn,,The Upper Egypt Hotels,director,535
P00078,1932,Home F. J,Home F. J,hom,,The Egyptian Markets,managing_director,535
P00079,1932,Sir Homsby Bertram,Homsby Bertram,homsbi bertram,,"National Bank of Egypt, The Agricultural Bank of Egypt",director,535
P00079,1932,Sir Homsby Bertram,Homsby Bertram,homsbi bertram,,Crédit Foncier Egyptien. Ismalum René. Chevalier de la Légion d'Honneur,director,535
P00079,1932,Sir Homsby Bertram,Homsby Bertram,homsbi bertram,,Land Bank of Egypt,member,535
P00079,1932,Sir Homsby Bertram,Homsby Bertram,homsbi bertram,,New Egyptian Co et S. A. des Bières Bomonti et Pyramides,member,535
P00080,1932,Ithier Gaston,Ithier Gaston,ithier gaston,,Société Anonyme des Trann\ ays du Caire,delegate,535
P00080,1932,Ithier Gaston,Ithier Gaston,ithier gaston,,Société Anonyme des Chemins de Fer de la Basse Egypte,vice_president,535
P00080,1932,Ithier Gaston,Ithier Gaston,ithier gaston,,Banque Belge et Internationale en Egypte,director,535
P00081,1932,Jacobs Emile,Jacobs Emile,gakobs emil,,Banque Belge et Internationale en Egypte,director,535
P00082,1932,Jacot J. G. Descombes Ing,Jacot J. G. Descombes Ing,gakot deskombes ing,,The Alexandria Water Cy,director,535
P00082,1932,Jacot J. G. Descombes Ing,Jacot J. G. Descombes Ing,gakot deskombes ing,,Cairo Sand Bricks Co,director,535
P00082,1932,Jacot J. G. Descombes Ing,Jacot J. G. Descombes Ing,gakot deskombes ing,,Sidi Salem Co,director,535
P00083,1932,Jullien Léopold Ingénieur Agricole,Jullien Léopold Ingénieur Agricole,gulien leopold ingenieur agrikol,,Alliance Française,president,535
P00083,1932,Jullien Léopold Ingénieur Agricole,Jullien Léopold Ingénieur Agricole,gulien leopold ingenieur agrikol,,Union Foncière d'Egypte,manager,535
P00083,1932,Jullien Léopold Ingénieur Agricole,Jullien Léopold Ingénieur Agricole,gulien leopold ingenieur agrikol,,Dakahlieh Land Cy,director,535
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,The Commercial & Estates Co,president,536
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,Société Anonyme des Immeubles d'Egypte,vice_president,536
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,The Alexandrie Pressing Cy,vice_president,536
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,The Alexandria Insurance Cy,director,536
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,Société des Tramways d'Alexandrie,vice_president,536
P00084,1932,Karam Edouard,Karam Edouard,karam eduard,,Société des Tramways d'Alexandrie,director,536
P00085,1932,Kerihuel V. J,Kerihuel V. J,keriuel,,Société Anonyme des Eaux du Caire,managing_director,536
P00085,1932,Kerihuel V. J,Kerihuel V. J,keriuel,,Compagnie Frigorifique d'Egypte,managing_director,536
P00086,1932,Kitroeff Alex. Th,Kitroeff Alex. Th,kitroef alex th,,The Associated Cotton Ginners,director,536
P00087,1932,Klat Bey Dimitri,Klat Bey Dimitri,klat bei dimitri,,Alexandria& Ramleh Railways Co. Ltd,director,536
P00088,1932,Klat Jules,Klat Jules,klat gules,,The Egypban Bonded 'iVarehouses Cy. Ltd,director,536
P00089,1932,Labruyère René Julien,Labruyère René Julien,labruier ren gulien,,The Alexandria & Ramleh Hailways Co,director,536
P00089,1932,Labruyère René Julien,Labruyère René Julien,labruier ren gulien,,Land Bank,director,536
P00090,1932,Lagonico S,Lagonico S,lagoniko,,Alexandria Commercial Cy,director,536
P00090,1932,Lagonico S,Lagonico S,lagoniko,,S. A. du Béhéra,director,536
P00090,1932,Lagonico S,Lagonico S,lagoniko,,Société Ghizeh et Rodah,director,536
P00091,1932,Lascaris Mario,Lascaris Mario,laskaris mario,,pour l'Egypte de la Banque d'Athènes,vice_president,536
P00091,1932,Lascaris Mario,Lascaris Mario,laskaris mario,,pour l'Egypte de la Banque d'Athènes,managing_director,536
P00091,1932,Lascaris Mario,Lascaris Mario,laskaris mario,,The Gabbari Lands,president,536
P00091,1932,Lascaris Mario,Lascaris Mario,laskaris mario,,Crédit Agricole d'Egypte,director,536
P00091,1932,Lascaris Mario,Lascaris Mario,laskaris mario,,Crédit Foncier Egyptien,director,536
